iter	RMSE
539	36.73168719
540	36.73167201
541	36.73166141
542	36.73164707
543	36.73163684
544	36.73162761
545	36.73161612
546	36.73160624
547	36.73159677
548	36.73158323
549	36.73157254
550	36.73156217
551	36.73154946
552	36.73154179
553	36.73153236
554	36.73152357
555	36.7315115
556	36.7315023
557	36.73149562
558	36.73148675
559	36.73147818
560	36.73147004
561	36.73146397
562	36.7314557
563	36.73144434
564	36.73143636
565	36.73142867
566	36.73142124
567	36.73141572
568	36.73140894
569	36.73140256
570	36.73139778
571	36.73138707
572	36.73138129
573	36.73137119
574	36.73136377
575	36.73135832
576	36.73135116
577	36.73134425
578	36.73133508
579	36.73132842
580	36.73131939
581	36.73131295
582	36.73130888
583	36.7313003
584	36.73129409
585	36.73128617
586	36.73127846
587	36.73127247
588	36.73126667
589	36.7312615
590	36.73125591
591	36.73125125
592	36.7312466
593	36.73124324
594	36.73123598
595	36.73122913
596	36.73122286
597	36.73121747
598	36.73121228
599	36.73120718
600	36.73120129
601	36.73119645
602	36.73119178
603	36.73118616
604	36.73118106
605	36.73117669
606	36.73117243
607	36.73116688
608	36.73116163
609	36.73115767
610	36.73115476
611	36.73115114
612	36.73114624
613	36.73114283
614	36.73113962
615	36.73113526
616	36.73113073
617	36.7311283
618	36.731126
619	36.73112164
620	36.73111878
621	36.73111473
622	36.73111204
623	36.7311078
624	36.73110394
625	36.73110195
626	36.73109949
627	36.73109558
628	36.73109186
629	36.7310896
630	36.73108598
631	36.73108218
632	36.73107839
633	36.73107618
634	36.73107285
635	36.7310697
636	36.73106881
637	36.73106724
638	36.73106429
639	36.73106148
640	36.73105784
641	36.73105574
642	36.73105235
643	36.73104685
644	36.73104356
645	36.73104039
646	36.73103745
647	36.73103459
648	36.7310327
649	36.73103133
650	36.7310265
651	36.73102384
652	36.73102212
653	36.73101955
654	36.73101708
655	36.73101552
656	36.7310129
657	36.73101084
658	36.73101021
659	36.73100868
660	36.73100645
661	36.731004
662	36.73100291
663	36.73100046
664	36.73099828
665	36.7309968
666	36.73099313
667	36.73099116
668	36.73099016
669	36.73098795
670	36.73098594
671	36.73098473
672	36.73098275
673	36.73098095
674	36.7309789
675	36.73097692
676	36.73097579
677	36.73097409
678	36.73097286
679	36.7309724
680	36.73097059
681	36.730969
682	36.73096856
683	36.73096671
684	36.7309651
685	36.7309634
686	36.73096177
687	36.73095901
688	36.73095789
689	36.73095636
690	36.73095542
691	36.73095394
692	36.73095323
693	36.73095186
694	36.73095043
695	36.73094905
696	36.73094786
697	36.73094701
698	36.73094477
699	36.73094352
700	36.73094215
701	36.7309401
702	36.73093895
703	36.7309369
704	36.73093595
705	36.73093506
706	36.73093324
707	36.73093208
708	36.73093096
709	36.73093064
710	36.73092964
711	36.73092856
712	36.73092781
713	36.73092697
714	36.7309262
715	36.73092525
716	36.73092429
717	36.73092327
718	36.73092177
719	36.73092091
720	36.73092037
721	36.7309201
722	36.73091925
723	36.73091855
724	36.73091762
725	36.73091674
726	36.73091626
727	36.7309156
728	36.73091476
729	36.73091395
730	36.73091323
731	36.73091268
732	36.73091185
733	36.73091112
734	36.73091071
735	36.73090992
736	36.73090927
737	36.73090872
738	36.73090794
739	36.7309075
740	36.73090677
741	36.73090627
742	36.73090517
743	36.73090451
744	36.73090432
745	36.7309037
746	36.73090311
747	36.73090277
748	36.73090216
749	36.73090175
750	36.73090127
751	36.73090089
752	36.73090039
753	36.7308998
754	36.73089928
755	36.7308987
756	36.73089833
757	36.73089819
758	36.73089791
759	36.73089701
760	36.73089664
761	36.73089606
762	36.73089562
763	36.7308951
764	36.73089459
765	36.7308945
766	36.73089397
767	36.73089372
768	36.73089328
769	36.73089304
770	36.73089274
771	36.73089261
772	36.7308922
773	36.73089192
774	36.73089173
775	36.73089134
776	36.73089057
777	36.73089012
778	36.7308894
779	36.73088905
780	36.73088874
781	36.73088827
782	36.73088763
783	36.73088733
784	36.73088691
785	36.73088664
786	36.73088638
787	36.73088631
788	36.7308859
789	36.73088561
790	36.73088505
791	36.73088484
792	36.73088463
793	36.73088437
794	36.73088432
795	36.73088426
796	36.73088406
797	36.7308838
798	36.73088358
799	36.73088339
800	36.73088306
801	36.73088301
802	36.73088293
803	36.73088272
804	36.7308824
805	36.7308821
806	36.73088176
807	36.73088133
808	36.73088103
809	36.73088072
810	36.73088055
811	36.73088027
812	36.73087998
813	36.73087982
814	36.73087954
815	36.7308795
816	36.73087929
817	36.73087909
818	36.7308789
819	36.73087883
820	36.73087867
821	36.73087842
822	36.73087836
823	36.73087833
824	36.73087819
825	36.73087806
826	36.73087781
827	36.73087767
828	36.73087751
829	36.73087717
830	36.73087706
831	36.73087683
832	36.73087659
833	36.73087629
834	36.73087607
835	36.73087594
836	36.7308758
837	36.73087561
838	36.7308754
839	36.7308752
840	36.7308751
841	36.73087497
842	36.73087484
843	36.73087468
844	36.73087456
845	36.7308744
846	36.73087437
847	36.73087432
848	36.73087418
849	36.73087408
850	36.73087384
851	36.73087373
852	36.73087357
853	36.73087347
854	36.73087333
855	36.73087317
856	36.73087315
857	36.730873
858	36.73087289
859	36.73087275
860	36.73087263
861	36.73087254
862	36.73087234
863	36.73087215
864	36.73087205
865	36.73087193
866	36.73087184
867	36.73087167
868	36.73087158
869	36.73087151
870	36.73087138
871	36.73087131
872	36.73087129
873	36.73087126
874	36.73087116
875	36.7308711
876	36.73087094
877	36.73087083
878	36.73087081
879	36.73087071
880	36.73087059
881	36.7308705
882	36.73087044
883	36.73087041
884	36.73087033
885	36.73087025
886	36.73087018
887	36.73087016
888	36.73087009
889	36.73087003
890	36.73086998
891	36.73086988
892	36.73086982
893	36.73086977
894	36.73086968
895	36.73086965
896	36.73086952
897	36.73086951
898	36.73086949
899	36.73086943
900	36.73086934
901	36.73086928
902	36.7308692
903	36.73086911
904	36.73086906
905	36.73086901
906	36.73086892
907	36.73086891
908	36.73086884
909	36.73086875
910	36.73086871
911	36.73086863
912	36.73086853
913	36.73086849
914	36.73086843
915	36.73086839
916	36.73086836
917	36.73086827
918	36.73086822
919	36.73086821
920	36.73086819
921	36.73086817
922	36.73086816
923	36.73086815
924	36.7308681
925	36.73086806
926	36.730868
927	36.73086796
928	36.73086792
929	36.73086785
930	36.73086784
931	36.73086784
932	36.73086775
933	36.73086769
934	36.73086768
935	36.73086765
936	36.73086756
937	36.73086749
938	36.73086744
939	36.73086742
940	36.7308674
941	36.73086732
942	36.73086727
943	36.73086725
944	36.73086721
945	36.73086718
946	36.73086712
947	36.7308671
948	36.73086709
949	36.73086706
950	36.73086703
951	36.73086702
952	36.73086697
953	36.73086693
954	36.73086692
955	36.73086689
956	36.73086687
957	36.73086684
958	36.73086683
959	36.73086678
960	36.73086675
961	36.73086671
962	36.7308667
963	36.73086669
964	36.73086667
965	36.73086666
966	36.73086661
967	36.7308666
968	36.73086657
969	36.73086656
970	36.73086654
971	36.73086654
972	36.73086648
973	36.73086643
974	36.7308664
975	36.7308664
976	36.73086637
977	36.73086633
978	36.73086631
979	36.73086628
980	36.73086625
981	36.73086624
982	36.73086623
983	36.7308662
984	36.73086618
985	36.73086616
986	36.73086615
987	36.73086612
988	36.73086609
989	36.73086608
990	36.73086606
991	36.73086605
992	36.73086602
993	36.73086602
994	36.73086599
995	36.73086599
996	36.73086598
997	36.73086597
998	36.73086594
999	36.73086592
