Model,MSE,RMSE,MAE,R2,SKU,Percent Change,Difference
Linear Smoothing,4.735625004369771,2.1761491227325784,1.3849999984109929,-0.016228541710251232,0031580-S,,
Weighted Moving Average,0.7946598855689764,0.8914369779008364,0.7132867132867133,-0.002220303441470284,0031582-S,,
Weighted Moving Average,4.026446280991736,2.006600678010385,1.2072727272727273,-0.00021022480915533492,0031590-S,,
Weighted Moving Average,2.4775022956841144,1.574008353117643,1.239057239057239,-0.013523666416228597,0031618-S,,
Second Degree Approximation,0.17524976813874987,0.4186284368491346,0.40756900461333945,-0.43120643979979034,0031619-S,,
Weighted Moving Average,0.6375114784205693,0.7984431591669937,0.7626262626262627,-0.43440082644628086,0031638-S,,
Linear Smoothing,6.507936263509205,2.551065711327171,2.5,-0.0412698021614728,0032074-S,,
Weighted Moving Average,1.7607438016528925,1.3269302173260251,0.9987012987012989,-0.00042261457550707426,0032179-S,,
Weighted Moving Average,0.8561983471074381,0.9253098654545071,0.5636363636363637,-0.019283746556474135,0032193-S,,
Least Squares Regression,0.965518109242928,0.9826078104935498,0.7568506484915151,-0.005858249423625894,0032267-S,,
Linear Smoothing,5.289227056139194,2.2998319625875268,1.7492753623830153,-0.2424516486223951,0032282-S,,
Linear Regression,7.995510256034257,2.8276333312567696,1.4975141981564886,-0.14036870081213038,0032286-S,,
Linear Smoothing,0.3222359139534596,0.5676582721615704,0.5058072007948518,-0.015043128953397877,0032290-S,,
Weighted Moving Average,1.9003099173553721,1.3785172894655229,1.1306818181818183,-0.1722393707059644,0032309-S,,
Weighted Moving Average,0.8205430932703658,0.9058383372712626,0.844155844155844,-0.005165289256198191,0032318-F,,
Linear Smoothing,3.067212302384388,1.7513458545885183,1.4583333325975611,-0.0019560187788998373,0032366-F,,
Linear Smoothing,2.8846153869746685,1.6984155519114479,1.269230762152919,-0.0005130844509366739,0032366-S,,
Moving Average,0.15,0.3872983346207417,0.15,-0.17647058823529416,0032378-S,,
Second Degree Approximation,1.9233421862681543,1.3868461292689085,0.8966133142558983,-0.03706838298038795,0032420-S,,
Second Degree Approximation,7.409278591931076,2.721999006599943,1.6802220931527443,0.0018269173448365317,0032447-S,,
Exponential Smoothing w/ Trend & Seasonality,3.3821390128717566,1.8390592738875375,1.5000461741783724,0.24579478458608917,0032453-S,,
Weighted Moving Average,5.403581267217632,2.3245604460236415,2.202020202020202,-0.00272642072079754,0032456-S,,
Weighted Moving Average,0.7636101272464908,0.8738478856451453,0.7662337662337662,-0.10049694809053089,0032465-S,,
Weighted Moving Average,2.713314967860423,1.6472143053836144,1.3793939393939394,-0.0829002904934637,0032513-S,,
Second Degree Approximation,0.3897413307875016,0.6242926643710477,0.5192876462018842,-1.619927834738205,0032517-S,,
Second Degree Approximation,1.36936766128989,1.170199838185722,0.7388421372249176,0.21438668037552133,0032525-F,,
Linear Regression,6.3820123602034435,2.526264507173278,1.8397111489912772,-0.000519562963248843,0032526-S,,
Exponential Smoothing w/ Trend & Seasonality,1.9437206546918857,1.3941738251351177,1.1498508050587501,0.06389373151962674,0032535-S,,
Linear Regression,1.757297173005073,1.3256308584991046,0.9103302424675549,-0.001638542857577363,0032568-S,,
Linear Smoothing,14.109375022437828,3.7562448033159166,2.687499988781087,-0.01803833307330427,0032577-S,,
Moving Average,0.0,0.0,0.0,1.0,0032581-X,,
Moving Average,0.0,0.0,0.0,1.0,0032584-X,,
Moving Average,0.0,0.0,0.0,1.0,0032595-X,,
Second Degree Approximation,0.566521144764243,0.7526759892305872,0.7126853457813623,-0.544226991373501,0032623-S,,
Weighted Moving Average,0.971900826446281,0.9858503063073425,0.8181818181818181,-0.01239669421487588,0032625-S,,
Linear Smoothing,4.051047374701921,2.012721385264717,1.4618068485683609,-0.06326702748081914,0032635-S,,
Exponential Smoothing w/ Trend & Seasonality,2.447895871933332,1.5645753008191494,1.22221533413801,0.00983987202696679,0032636-S,,
Second Degree Approximation,0.8996193125165347,0.9484826369083067,0.9022114087694897,-0.01207172658110145,0032646-S,,
Moving Average,3.6752136752136746,1.9170846812839737,1.5641025641025643,-0.00017892288423659863,0032647-S,,
Weighted Moving Average,0.730945821854913,0.8549536957373265,0.7878787878787877,-0.02941536577900239,0032648-S,,
Linear Smoothing,5.239898942177443,2.2890825546881097,1.6818181757689716,-0.2834570283471063,0032687-S,,
Linear Smoothing,2.8052089433564302,1.6748757993822796,1.1898114847189285,-0.0006788978364624665,0032689-S,,
Weighted Moving Average,3.235766758494031,1.7988237152356068,1.6325757575757576,-0.015142512468715674,0032690-S,,
Linear Smoothing,0.9054034153518974,0.9515268863000653,0.909090909090909,-0.005080855574124632,0032795-S,,
Linear Smoothing,2.612068951670265,1.6161896397608373,1.211742999732304,-0.031267659880746645,0032798-S,,
Linear Smoothing,3.470366724115741,1.8628920323292333,1.306963081833663,-0.000772748298212278,0032815-S,,
Weighted Moving Average,2.165518824609734,1.4715701901743368,1.172176308539945,-0.03979276895943573,0032818-S,,
Moving Average,3.3819444444444446,1.8390063742261593,1.5416666666666667,-0.002057613168724437,0032820-S,,
Linear Smoothing,4.486280813227999,2.1180842318538704,1.5680147141318197,-0.0037043971533898823,0032822-S,,
Linear Smoothing,12.28136096607031,3.5044772742978814,2.3192307653953237,-0.021106710959909236,0032823-S,,
Moving Average,2.4328703703703707,1.5597661268184955,0.9722222222222222,-0.01578608247422708,0032830-S,,
Linear Regression,3.270875093474681,1.8085560797151636,1.3158156482400443,-0.0017027080507463488,0032833-S,,
Linear Regression,0.8585351300283426,0.926571707979659,0.876750700280112,-0.008604278773134189,0032843-S,,
Moving Average,0.0,0.0,0.0,1.0,0032856-S,,
Moving Average,0.0,0.0,0.0,1.0,0032856-X,,
Linear Regression,1.1794362932551694,1.086018551064009,0.8505630235729593,0.0023565188631089473,0032922-F,,
Exponential Smoothing w/ Trend & Seasonality,5.780575562624403,2.404282754300002,1.8343373348870124,-0.034443982308259846,0032922-S,,
Linear Regression,13.12560881315759,3.622928209771426,3.188620071684588,0.0007760208028526616,0032925-S,,
Linear Regression,0.9680344465448435,0.9838874155841427,0.9096618357487923,-0.20169793364187472,0032928-S,,
Exponential Smoothing w/ Trend & Seasonality,0.583352166041681,0.7637749446281156,0.6666811442973147,0.5333182671666552,0032947-F,,
Second Degree Approximation,0.335993019049881,0.5796490481747391,0.39408174753206204,0.01704976819718762,0032947-S,,
Linear Smoothing,24.479455036675233,4.947671678342777,2.525086673099576,-7.951733095046265e-05,0032950-S,,
Moving Average,5.25,2.29128784747792,1.875,-0.005319148936170137,0032952-F,,
Linear Regression,12.222187646791282,3.4960245489400217,1.0197345036684586,-0.018194046514883766,0032952-S,,
Weighted Moving Average,3.9426078971533522,1.9856001352622215,1.4158249158249154,-0.00031711721040417196,0032955-F,,
Linear Smoothing,1.5787861305364812,1.2564975648748713,0.5969861869356639,-0.010428990455761511,0032955-S,,
Linear Smoothing,0.33999999260532404,0.5830951831436477,0.5499999971558938,-0.4506666351160493,0032958-S,,
Moving Average,0.5833333333333334,0.7637626158259734,0.6666666666666666,-0.012048192771084487,0033008-S,,
Weighted Moving Average,1.8957103502558055,1.3768479764504886,1.0865800865800868,-9.885721064639696e-06,0033017-S,,
Linear Smoothing,1.8896072496756025,1.3746298591532204,1.3333333333333333,-0.0003803086517895071,0033110-F,,
Linear Smoothing,28.778848516453476,5.3645921109114605,4.374207188186484,-0.17405282214796713,0033110-S,,
Second Degree Approximation,22.588837522561494,4.75277156221099,3.7138472809017147,0.029123431882767337,0033189-S,,
Exponential Smoothing w/ Trend & Seasonality,0.30111481200807616,0.5487392932969865,0.4938394268789379,0.3581500059827851,0033245-S,,
Linear Smoothing,6.917858321354051,2.6301821840614106,1.810486532128134,-0.0013382667281609528,0033247-S,,
Moving Average,0.2361111111111111,0.485912657903775,0.4791666666666667,-0.007407407407407307,0033249-S,,
Second Degree Approximation,0.3413218565079811,0.5842275725331535,0.49173063653613935,-0.3652874260319243,0033251-S,,
Second Degree Approximation,3.148363611280591,1.774362874747043,1.0044730494152834,-0.12041409654113533,0033420-S,,
Linear Smoothing,3.0959472132127175,1.7595303956489974,1.5351561661401685,-0.0019753306984269248,0033432-S,,
Second Degree Approximation,3.9793484129576755,1.994830422105517,1.4746984396342413,-0.1302844083753023,0033457-S,,
Linear Smoothing,0.615542847138494,0.7845653874206369,0.7371428497867075,-0.16006151960716175,0033459-S,,
Linear Smoothing,21.377641527915337,4.623596168342921,3.6538461146769032,-0.005282567051681175,0033501-S,,
Weighted Moving Average,2.568870523415978,1.6027696414070172,1.3333333333333333,-0.07534114933692115,0033773-S,,
Linear Regression,6.424507807362088,2.5346612805978803,2.5147002238112317,-1.2027816305296692,0034085-S,,
Exponential Smoothing w/ Trend & Seasonality,1.3306445709252852,1.1535356825539838,0.8819391968710631,-0.021686556300126725,0034298-S,,
Weighted Moving Average,2.2433741806782557,1.4977897651800989,1.1786833855799372,-0.0014212770437438405,0034299-S,,
Second Degree Approximation,0.4512492896387147,0.6717509133888205,0.6047001077034451,-0.03142694774563348,0034303-F,,
Second Degree Approximation,2.853246562820941,1.6891555768551756,0.8916839862160472,-0.00223601044639965,0034303-S,,
Least Squares Regression,4.008101268053265,2.0020242925732106,1.3499775813940038,-0.01936139516233526,0034304-S,,
Linear Smoothing,1.7886992709352096,1.3374226224104366,1.073770488511761,-0.022113869105834016,0034311-F,,
Moving Average,1.3626373626373627,1.167320591199077,0.37362637362637363,-0.005704099821746578,0034311-S,,
Second Degree Approximation,0.7276938891352693,0.8530497577136221,0.6958210518249854,-0.07877427424439065,0034555-F,,
Second Degree Approximation,3.4346364665324316,1.853277223335039,1.015925900405797,0.0062914155011111195,0034555-S,,
Moving Average,2.8125,1.6770509831248424,1.4027777777777777,-0.4260563380281688,0034565-S,,
Linear Regression,1.0958042824973129,1.046806707323426,0.8823529411764708,0.013776145752418367,0034567-S,,
Moving Average,4.177777777777778,2.043961295567452,1.5555555555555551,-0.004273504273504258,0034568-S,,
Second Degree Approximation,8.96580387171761,2.9942952212027474,2.1177579244696254,0.022748542945615458,0034580-S,,
Exponential Smoothing w/ Trend & Seasonality,7.60895636386737,2.7584336794397233,1.8753644788759407,0.029469851547529347,0035006-S,,
Moving Average,0.15789473684210525,0.39735970711951313,0.10526315789473684,-0.07547169811320775,0035042-X,,
Moving Average,0.0,0.0,0.0,1.0,0035046-X,,
Moving Average,0.0,0.0,0.0,1.0,0035073-X,,
Moving Average,0.0,0.0,0.0,1.0,0035085-X,,
Exponential Smoothing w/ Trend & Seasonality,0.05882352941176455,0.24253562503633266,0.05882352941176541,-0.06249999999999711,0035086-X,,
Linear Smoothing,0.0030864189658725743,0.055555548470630496,0.05555554847063049,0.0,0035088-X,,
Moving Average,0.0,0.0,0.0,1.0,0035089-X,,
Moving Average,0.0,0.0,0.0,1.0,0035091-X,,
Moving Average,0.0,0.0,0.0,1.0,0035092-X,,
Weighted Moving Average,0.20661157024793375,0.4545454545454544,0.4545454545454543,0.0,0035250-S,,
Weighted Moving Average,0.22727272727272735,0.47673129462279623,0.3595041322314049,-0.08910891089108963,0035319-F,,
Least Squares Regression,0.5274129050706126,0.7262319912194811,0.5432925114262284,0.00016510887087672899,0035320-F,,
Linear Smoothing,0.31646824957959935,0.5625551080379587,0.5595238059654409,-1.5844907049000612,0035321-F,,
Linear Smoothing,0.6404432132642575,0.8002769603482643,0.6526315784893536,-0.000692520725402046,0035322-F,,
Moving Average,0.5,0.7071067811865476,0.5,-0.032258064516129004,0035344-F,,
Linear Smoothing,0.3950737848041626,0.6285489517962484,0.392361101933798,-3.051778553642137e-05,0035345-F,,
Linear Regression,0.7157469000672164,0.8460182622539637,0.7399937752878929,-0.03527676616865216,0035348-F,,
Exponential Smoothing w/ Trend & Seasonality,0.7765961520933854,0.881246930260404,0.6263389233770962,0.13526256684080085,0035351-F,,
Exponential Smoothing w/ Trend & Seasonality,0.29969348774543675,0.5474426798719997,0.4749966849547168,0.03705043281794118,0035352-F,,
Linear Smoothing,0.48828124998075423,0.6987712429549131,0.593749999923017,-0.008064516089299145,0035353-F,,
Second Degree Approximation,0.0178493461848393,0.13360144529472462,0.11143901732137006,0.0,0035354-F,,
Linear Smoothing,0.1406249998284017,0.3749999997712023,0.3055555541827691,-0.01249999876449226,0035376-F,,
Moving Average,1.0416666666666667,1.0206207261596576,0.5416666666666666,-0.015228426395939021,0035382-F,,
Least Squares Regression,0.1051552308166065,0.3242764728077054,0.20370370370370366,0.14123228166438062,0035387-F,,
Exponential Smoothing w/ Trend & Seasonality,1.6596511140359729,1.2882744715455525,0.9660099360567708,0.010188600441058071,0035389-F,,
Linear Smoothing,0.3100950634066976,0.5568617991985961,0.36170211384488865,-0.014856571149192366,0035391-F,,
Weighted Moving Average,0.308579525664165,0.5554993480321692,0.41536050156739796,-0.021714098754184397,0035392-F,,
Linear Smoothing,0.3777315312434743,0.6145986749444505,0.46514048475104147,-0.025423733121409553,0035393-F,,
Weighted Moving Average,0.2843293070565797,0.5332253811068821,0.2692307692307691,-0.0010761019283742623,0035397-F,,
Linear Smoothing,1.5470345190243955,1.2437984237907667,0.7352941032399487,-0.0024506188297093168,0035398-F,,
Linear Smoothing,0.40181947062924467,0.6338923178499994,0.5297731563850961,-0.002653301711653233,0035402-F,,
Linear Smoothing,0.654454328882025,0.8089835158283666,0.6494722742813035,-1.8611456669370696e-05,0035403-F,,
Linear Smoothing,0.9942033309147644,0.9970974530680361,0.5818965458801335,-0.009984336167379704,0035405-F,,
Exponential Smoothing w/ Trend & Seasonality,3.9583691408868193,1.989565063245437,1.326379971049135,-0.007001228710115104,0035407-F,,
Linear Regression,0.5422795994334174,0.7363963602798546,0.5609552415144076,-0.011089059588758943,0035413-F,,
Moving Average,0.4489795918367347,0.6700593942604899,0.24489795918367346,-0.1541755888650964,0035415-F,,
Moving Average,9.009070294784582,3.001511335108462,1.3401360544217689,-0.012487257900102078,0035420-F,,
Linear Smoothing,0.37988896204151723,0.6163513300395459,0.4276353288095492,-0.002639489259136596,0035422-F,,
Linear Regression,6.58128850085386,2.5654022103471146,1.4165469788570095,-0.11446669002435117,0035423-F,,
Linear Smoothing,0.26857142797718003,0.5182387750614383,0.31428570982884985,-0.012307690067832722,0035429-F,,
Moving Average,0.2630718954248366,0.5129053474324835,0.30392156862745107,-0.0003654970760234022,0035430-F,,
Second Degree Approximation,0.7006974692714296,0.8370767403717712,0.6702799196574383,0.0019134885377890543,0035433-F,,
Moving Average,0.2620120120120121,0.5118710892519835,0.3108108108108108,-0.0019397889509624733,0035434-F,,
Second Degree Approximation,0.04899938701769609,0.2213580516215665,0.1780656421904051,0.0,0035436-F,,
Linear Regression,0.5213639922058315,0.7220553941394189,0.6357049842607687,-0.06642634769374656,0035439-F,,
Second Degree Approximation,1.1329085972352735,1.0643817911047113,0.610586358399723,0.023120730527668276,0035449-F,,
Linear Smoothing,0.43587388540558814,0.6602074563389815,0.55218854253707,-0.10330577243289474,0035453-F,,
Weighted Moving Average,0.47644628099173564,0.6902508826446625,0.6363636363636365,-0.08283245679939899,0035454-F,,
Linear Smoothing,0.8395639187812235,0.9162772062979759,0.7059299791540783,-5.551147545634905e-06,0035469-F,,
Linear Smoothing,0.4459823149216212,0.6678190734934285,0.49673202311781967,-0.003460208573647705,0035470-F,,
Linear Smoothing,0.3755797936162936,0.6128456523597876,0.4521376366204499,-0.0001853199564341157,0035477-F,,
Second Degree Approximation,2.140779618256785,1.4631403276025117,1.0807903234313738,0.011155525167675817,0035478-F,,
Exponential Smoothing w/ Trend & Seasonality,0.24500959713206752,0.4949844413030247,0.3488985227206447,0.19815040938596074,0035490-F,,
Linear Regression,1.0234352232153496,1.011649753232486,0.7528707266079221,0.009490306754045164,0035491-F,,
Moving Average,0.554563492063492,0.7446901987158767,0.6785714285714285,-0.04513888888888884,0035518-F,,
Moving Average,0.33547008547008544,0.5791977947731547,0.3461538461538463,-0.01240079365079394,0035530-F,,
Second Degree Approximation,0.34818031891775386,0.5900680629535493,0.3720286449614201,0.004162837857257684,0035532-F,,
Weighted Moving Average,0.21487603305785108,0.4635472285084348,0.46280991735537175,-1.5999999999999988,0035538-F,,
Linear Regression,0.5302071703940934,0.7281532602372205,0.40160076703888403,-0.1435065092827832,0035546-F,,
Weighted Moving Average,0.533710308829926,0.7305547952275215,0.5023923444976077,-0.0034865702479338623,0035548-F,,
Weighted Moving Average,2.378944951911459,1.542382881100364,1.2256778309409888,-0.0009313841958471514,0035549-F,,
Moving Average,3.177777777777778,1.7826322609494585,1.4888888888888885,-0.001400560224089853,0035551-F,,
Second Degree Approximation,6.779272006570467,2.603703517409474,1.8065011395930448,0.023356511036008554,0035552-F,,
Linear Smoothing,1.7872299466136836,1.3368731976570118,1.1111111111111112,-0.005316844970197021,0035553-F,,
Exponential Smoothing w/ Trend & Seasonality,0.6381221580537153,0.7988254866075039,0.6495932296900873,0.04015792059420342,0035554-F,,
Weighted Moving Average,0.6822445231536142,0.8259809459991279,0.7402597402597403,-0.005412981489536506,0035555-F,,
Linear Regression,1.7124456515052624,1.3086044671730501,0.867222601959444,-0.01394808312811624,0035556-F,,
Linear Regression,10.824201054047991,3.2900153577222087,2.1575981161695448,-0.108660592808552,0035557-F,,
Linear Smoothing,0.7499999992951509,0.8660254033774939,0.75,-0.09090908988385582,0035559-F,,
Moving Average,2.8425,1.6859715300087366,1.23,-0.07670454545454541,0035560-F,,
Weighted Moving Average,2.069788797061524,1.4386760570265718,1.1460055096418733,-0.001777777777777656,0035561-F,,
Weighted Moving Average,0.39214876033057855,0.6262178217925282,0.49999999999999994,-0.004479406584473988,0035562-F,,
Second Degree Approximation,1.8060293981108066,1.3438859319565803,0.9479098095911899,-0.005833204393394631,0035563-F,,
Linear Smoothing,2.3866113710297747,1.5448661336924228,1.2643294790657627,-0.042188371628722354,0035564-F,,
Moving Average,0.5582264957264957,0.7471455652859728,0.6730769230769231,-0.003619976359338306,0035572-F,,
Linear Smoothing,2.3223138096237634,1.5239139771075543,1.1800232229389358,-0.020060149446294417,0035579-F,,
Linear Regression,0.6111843431931311,0.7817827979644545,0.6579552329098609,0.045024463760732436,0035581-F,,
Moving Average,2.5,1.5811388300841898,1.3181818181818181,-0.0008271298593880427,0035589-F,,
Linear Smoothing,1.9975662705758315,1.4133528471601957,1.166726948772886,-0.0005641323194565118,0035591-F,,
Linear Smoothing,9.295711442409837,3.04888691859994,2.0332594239785093,-0.29583074254791497,0035610-F,,
Linear Smoothing,2.5099999968543782,1.5842979507827366,1.2499999921359464,-0.003999998741751387,0035618-F,,
Linear Smoothing,5.135302437025612,2.266120569834185,1.247311828190609,-0.005250322614666292,0035620-F,,
Linear Smoothing,1.2559156782299536,1.1206764377954743,0.8528806951360612,-0.00832877690488587,0035624-F,,
Linear Smoothing,3.3368175709367103,1.8266958068974457,1.3300653587958975,-0.004766629166816028,0035631-F,,
Exponential Smoothing w/ Trend & Seasonality,3.6029658026952185,1.8981479928328082,1.3714532858685755,0.1128375661705242,0035702-S,,
Weighted Moving Average,0.15973370064279155,0.3996669871815679,0.24924242424242432,-0.0022506706998686177,0035707-S,,
Weighted Moving Average,3.19416896235078,1.787223814285939,1.4,-0.010812962769234158,0035721-S,,
Linear Smoothing,2.8958333336519324,1.7017148214821225,1.3377192937852391,-5.9789650842745345e-05,0035769-S,,
Linear Smoothing,1.3492022170387763,1.1615516420025311,0.9047743069172692,-0.0016804338621216885,0035770-S,,
Second Degree Approximation,2.6311246631113403,1.6220741854524843,0.843969128782356,-0.029570520347915963,0035892-S,,
Linear Regression,8.485530766331632,2.9129934373993414,2.391228612657184,0.005284670932416469,0035896-S,,
Weighted Moving Average,2.4084832280019444,1.5519288733707948,1.029411764705882,-7.421392609452404e-05,0035899-S,,
Second Degree Approximation,3.6889572885142234,1.9206658450949305,1.5000602070712166,0.000257204099782804,0035950-S,,
Second Degree Approximation,0.5127010193615,0.7160314374114449,0.5088758193893392,-0.025402038723000064,0035996-S,,
Linear Regression,0.5862482671707608,0.765668509977236,0.6608695652173903,-1.3449930686830434,0036003-S,,
Second Degree Approximation,0.721459509132976,0.8493877260315079,0.6113941233314194,0.00799317494215801,0036007-F,,
Moving Average,14.34920634920635,3.788034628828827,2.857142857142857,-0.010217113665389688,0036016-S,,
Weighted Moving Average,0.7557392102846647,0.8693326235018819,0.7878787878787877,-0.0076522803795529,0036018-F,,
Weighted Moving Average,4.118533823079277,2.029417114119046,1.2668350168350169,-0.00030356722465185726,0036018-S,,
Linear Smoothing,41.001370031891426,6.4032312180563515,2.6006328892534425,-0.021777335540251297,0036023-S,,
Weighted Moving Average,0.6830358925220587,0.8264598553602338,0.6772068511198945,-0.003683297622691706,0036027-S,,
Moving Average,1.9867424242424239,1.4095185079460375,1.1136363636363635,-0.0007227104532836481,0036029-S,,
Linear Smoothing,5.584949016161854,2.363249672836506,1.8173469840526573,-0.004044987496077512,0036031-S,,
Moving Average,0.7115384615384616,0.8435273922869734,0.6538461538461539,-0.019067796610169774,0036032-S,,
Second Degree Approximation,0.3409331221247878,0.5838947868621434,0.5306590656284769,-0.4546479877324281,0036033-S,,
Second Degree Approximation,1.8803487252258007,1.371258081188877,0.8352137979131654,0.023851572605704696,0036036-S,,
Linear Smoothing,1.6927931669996135,1.3010738514779296,1.0706140368348225,-5.011711977176425e-05,0036064-F,,
Linear Smoothing,1.4040260674100915,1.1849160592253325,0.612322603184549,-0.013150213454052206,0036064-S,,
Least Squares Regression,0.14109984064969497,0.37563258731065247,0.37192118226600807,0.0,0036067-S,,
Second Degree Approximation,0.40712821476690525,0.6380659956202848,0.5464896986167554,0.014749720264089161,0036117-S,,
Linear Smoothing,1.0619243580872924,1.0304971412319843,0.8201058197457421,-0.0006594912745641057,0036119-F,,
Least Squares Regression,2.8872724989924743,1.6991976044570196,1.2338915130746195,-0.008752037691469816,0036119-S,,
Linear Regression,15.808186788489815,3.975951054589306,2.3540579710144924,-0.2740150536776329,0036140-S,,
Exponential Smoothing w/ Trend & Seasonality,3.223924462641668,1.795529020272763,1.0334315827195002,0.019178581499918357,0036141-S,,
Weighted Moving Average,14.334743539288992,3.7861251351862357,2.1103896103896105,-0.05783499009813342,0036522-S,,
Exponential Smoothing w/ Trend & Seasonality,1.18855253934009,1.0902075670899052,0.6857085036833287,0.11758978139902398,0036691-F,,
Moving Average,0.0,0.0,0.0,1.0,0036692-S,,
Linear Smoothing,0.467128013341403,0.683467638839911,0.6470588161865085,-1.702669220046689,0036933-S,,
Weighted Moving Average,10.293847566574838,3.208402650319133,2.424242424242424,-6.195249482665588e-05,0036938-S,,
Linear Smoothing,2.4000807280296583,1.5492193931234073,1.277003479678492,-0.054218726156453734,0036951-S,,
Exponential Smoothing w/ Trend & Seasonality,3.903997571958706,1.9758536312082193,1.5951793337527373,-0.012796497572770127,0036953-S,,
Exponential Smoothing w/ Trend & Seasonality,3.8209006053583368,1.9547124098849775,1.5871615880831578,0.07174324557842537,0036991-S,,
Linear Regression,1.5402324919333996,1.2410610347333444,1.02202580028667,-0.04459357465739511,0037002-S,,
Linear Smoothing,0.8866725217321709,0.9416329017893178,0.5330991186436589,-0.0006521280316316158,0037092-S,,
Linear Smoothing,1.5054638524926434,1.2269734522362916,0.8371040281830401,-0.02075583178036844,0037099-S,,
Least Squares Regression,1.3919553622967187,1.179811579150128,0.9524999450150531,0.0012446268559962448,0037103-S,,
Linear Smoothing,0.7201704623431053,0.8486285773782929,0.7159090971472114,-0.2814797932869961,0037119-S,,
Weighted Moving Average,0.7350780532598716,0.8573669303512188,0.7462121212121213,-0.47015610651974327,0037175-S,,
Linear Regression,16.23139890528983,4.0288210316778565,2.7711204139775565,-0.14933315947861536,0037510-S,,
Moving Average,1.354770531400966,1.1639461033058902,0.8586956521739131,-0.023819444444444393,0037522-S,,
Moving Average,1.253611111111111,1.1196477620712288,0.9766666666666667,-0.025532649796393025,0037597-S,,
Moving Average,2.224499089253187,1.4914754739026677,0.7131147540983606,-0.012645107794361232,0037598-S,,
Exponential Smoothing w/ Trend & Seasonality,1.286437790872589,1.1342124099447108,0.8379628949359923,-1.9404292362802034,0037601-S,,
Linear Smoothing,0.953194431400394,0.9763167679602732,0.8999999932140778,-1.1983583282747823,0037602-S,,
Linear Smoothing,2.1623692294695136,1.4704996529987737,1.1153846153846154,-0.0060300062776263985,0037620-F,,
Least Squares Regression,0.2863020984361045,0.5350720497616227,0.27318680669092626,0.007727663901197057,0037620-S,,
Least Squares Regression,0.6781049195914051,0.8234712621527269,0.6720849420849414,-0.5411475445259204,0037628-S,,
Linear Smoothing,1.0730385492318968,1.0358757402468197,0.8492063504576313,-0.010652587067251584,0037634-S,,
Second Degree Approximation,14.414697949817846,3.796669323211839,3.153069437267542,0.0016049370822887044,0037721-S,,
Moving Average,2.4402777777777778,1.562138847150847,1.2833333333333332,-0.00011384335154818181,0038055-S,,
Moving Average,0.0,0.0,0.0,1.0,0038066-S,,
Moving Average,0.0,0.0,0.0,1.0,0038068-S,,
Linear Smoothing,0.00359999909059751,0.059999992421645436,0.05999999242164544,0.0,0038069-X,,
Moving Average,0.0,0.0,0.0,1.0,0038070-X,,
Moving Average,0.0,0.0,0.0,1.0,0038075-S,,
Moving Average,0.0,0.0,0.0,1.0,0038076-S,,
Moving Average,0.0,0.0,0.0,1.0,0038079-X,,
Exponential Smoothing w/ Trend & Seasonality,0.09090909090909079,0.3015113445777634,0.09090909090909136,-0.09999999999999876,0038080-X,,
Moving Average,0.0,0.0,0.0,1.0,0038083-S,,
Moving Average,0.0,0.0,0.0,1.0,0038084-S,,
Moving Average,0.0,0.0,0.0,1.0,0038090-S,,
Moving Average,0.0,0.0,0.0,1.0,0038091-S,,
Moving Average,0.0,0.0,0.0,1.0,0038092-S,,
Moving Average,0.0,0.0,0.0,1.0,0038093-S,,
Moving Average,0.0,0.0,0.0,1.0,0038094-S,,
Moving Average,0.0,0.0,0.0,1.0,0038097-X,,
Moving Average,0.0,0.0,0.0,1.0,0038104-X,,
Moving Average,0.0,0.0,0.0,1.0,0038105-X,,
Moving Average,0.0,0.0,0.0,1.0,0038106-S,,
Moving Average,0.0,0.0,0.0,1.0,0038108-X,,
Moving Average,0.0,0.0,0.0,1.0,0038110-S,,
Moving Average,0.0,0.0,0.0,1.0,0038111-S,,
Moving Average,0.0,0.0,0.0,1.0,0038113-S,,
Moving Average,0.0,0.0,0.0,1.0,0038114-S,,
Linear Smoothing,0.10018681082503904,0.31652300204730627,0.1271929763001158,-0.06374819728938497,0038115-S,,
Moving Average,0.0,0.0,0.0,1.0,0038119-X,,
Moving Average,0.0,0.0,0.0,1.0,0038120-X,,
Moving Average,0.0,0.0,0.0,1.0,0038125-S,,
Moving Average,0.0,0.0,0.0,1.0,0038127-S,,
Moving Average,0.0,0.0,0.0,1.0,0038128-X,,
Moving Average,0.0,0.0,0.0,1.0,0038129-S,,
Moving Average,0.0,0.0,0.0,1.0,0038130-X,,
Moving Average,0.0,0.0,0.0,1.0,0038131-S,,
Moving Average,0.0,0.0,0.0,1.0,0038132-S,,
Moving Average,0.0,0.0,0.0,1.0,0038133-S,,
Moving Average,0.0,0.0,0.0,1.0,0038143-S,,
Moving Average,0.0,0.0,0.0,1.0,0038158-S,,
Moving Average,0.0,0.0,0.0,1.0,0038159-S,,
Moving Average,0.0,0.0,0.0,1.0,0038162-S,,
Moving Average,0.0,0.0,0.0,1.0,0038163-X,,
Moving Average,0.0,0.0,0.0,1.0,0038166-S,,
Moving Average,0.0,0.0,0.0,1.0,0038167-S,,
Moving Average,0.0,0.0,0.0,1.0,0038168-S,,
Moving Average,0.0,0.0,0.0,1.0,0038169-S,,
Moving Average,0.0,0.0,0.0,1.0,0038171-X,,
Moving Average,0.0,0.0,0.0,1.0,0038176-S,,
Moving Average,0.0,0.0,0.0,1.0,0038185-X,,
