Model,MSE,RMSE,MAE,R2,SKU,Percent Change,Difference
Exponential Smoothing w/ Trend & Seasonality,0.6491860218994826,0.8057208089031105,0.5329695101295467,0.015970661541837128,0071797-X,,
Exponential Smoothing w/ Trend & Seasonality,0.9833936414951702,0.9916620601269216,0.6395974852952954,0.016436073891583858,0073675-S,,
Linear Regression,6.094942583692541,2.468793750739932,1.2375355683343543,0.00012659747251486664,0073731-S,,
Second Degree Approximation,1.0756830019448893,1.0371513881516474,0.7648293436173946,0.0031690343027117596,0073758-S,,
Exponential Smoothing w/ Trend & Seasonality,14.127746310444381,3.7586894405423257,2.7942928328711543,0.08303215579253309,0073759-S,,
Least Squares Regression,8.641201288325485,2.939592027531284,2.046497876686556,0.011387988200050714,0075202-S,,
Least Squares Regression,3.7521895754990653,1.9370569365661572,1.197771356094256,0.006412567911798783,0075623-S,,
Exponential Smoothing w/ Trend & Seasonality,4.346531132676347,2.084833598318184,1.7083736910825233,0.14377498891190987,0076107-S,,
Second Degree Approximation,2.9466550049166265,1.7165823618214846,1.379090862501922,0.014496653874037979,0076630-S,,
Second Degree Approximation,0.232245933092966,0.48191901092711215,0.39897236512501616,0.00347535851436509,0076631-S,,
Second Degree Approximation,2.7769638741357854,1.6664224776855914,1.3070042842114382,0.0036690029045809425,0076782-S,,
Linear Regression,2.391467574580465,1.5464370580726734,1.171032268648429,0.007293074915019182,0076784-S,,
Exponential Smoothing w/ Trend & Seasonality,8.080938774027246,2.8426992056894176,1.7256205513126508,0.04955862393323207,0076795-S,,
Exponential Smoothing w/ Trend & Seasonality,2.2081642958668244,1.4859893323529696,1.216195291622017,0.25860597734626833,0076798-S,,
Second Degree Approximation,1.5340846200864595,1.2385816969770138,0.9161892468585201,0.015323808539729589,0077254-S,,
Least Squares Regression,0.3065559549784073,0.5536749542632458,0.41659188063968167,0.0012063354759564993,0077271-S,,
Linear Regression,5.018749807463809,2.240256638750081,1.574612556303671,0.0005560329232152661,0077373-S,,
Exponential Smoothing w/ Trend & Seasonality,3.6814007976134735,1.918697682703941,1.5586520170838452,0.022348563631712448,0077390-S,,
Second Degree Approximation,1.7588157080821987,1.3262034942203247,1.0313875082696247,0.0206209255573111,0077480-S,,
Second Degree Approximation,2.634826482495848,1.6232148602375005,1.3276182302239727,0.004239362168273142,0077710-S,,
Second Degree Approximation,6.529661771507945,2.5553202874606433,1.9666984488265782,0.001214241998907184,0077789-S,,
Second Degree Approximation,2.6192756515193985,1.6184176381637092,0.790130979552491,0.001011665714663601,0078315-S,,
Exponential Smoothing w/ Trend & Seasonality,2.12542488619604,1.4578837011902013,1.0607143724591401,0.07012661228923256,0078336-S,,
Exponential Smoothing w/ Trend & Seasonality,11.813651574401986,3.4370992965583618,2.6522869940873868,0.03500697993155055,0078918-S,,
Linear Regression,15.3059880119024,3.912286800824091,2.921830382638492,0.006257405297154794,0078932-S,,
Second Degree Approximation,81.12215364524424,9.006783756993627,6.375766948216121,0.034260075651854405,0083014-F,,
