SKU,Model,MSE,RMSE,MAE,R2
0026598-F,Decision Tree,2.5231481481481484,1.5884420506106443,1.3055555555555556,-0.7138364779874213
0026598-F,Random Forest,2.578506828514739,1.6057729691692841,1.331940476190476,-0.7514386005005773
0026598-F,Gradient Boosting,2.5231394120409165,1.5884393007102653,1.3055518664723766,-0.7138305440277923
0026598-F,XGBoost,2.522603288252208,1.5882705337102392,1.3053392071208993,-0.7134663844731979
0026598-F,CatBoost,2.5231388416383225,1.5884391211621307,1.3055521468917748,-0.7138301565845206
0049181-A,Linear Regression,0.3962170092976777,0.6294577104918787,0.30092132577612946,-0.3507398044239014
0049181-A,Ridge,0.38818999093804313,0.623048947465641,0.29424033410135414,-0.32337496910696517
0049181-A,Lasso,0.2940943321442726,0.5423046488315149,0.3264367816091954,-0.002594314128202102
0049181-A,Elastic Net,0.2940943321442726,0.5423046488315149,0.3264367816091954,-0.002594314128202102
0049181-A,SVR,0.32063121787221216,0.5662430731339785,0.2423226264484529,-0.0930609700189049
0049181-A,Decision Tree,0.34814814814814815,0.5900408021045224,0.24444444444444444,-0.18686868686868685
0049181-A,Random Forest,0.3414302721088435,0.5843203505859124,0.24352380952380953,-0.1639668367346936
0049181-A,Gradient Boosting,0.3393235249899515,0.5825148281288224,0.2514740289370744,-0.15678474428392541
0049181-A,XGBoost,0.34803749149381297,0.5899470243113469,0.24460829090773284,-0.18649144827436226
0049181-A,CatBoost,0.3479351515963313,0.5898602814195335,0.24464407737507812,-0.1861425622602202
0048987-A,Linear Regression,0.06800137542433583,0.26077073345054624,0.164147347598253,-0.12671244453080566
0048987-A,Ridge,0.06798006454450879,0.2607298689151452,0.164117586612731,-0.12635934529780934
0048987-A,Lasso,0.10465725806451615,0.3235077403471456,0.3040322580645162,-0.7340625000000003
0048987-A,Elastic Net,0.08011590577752953,0.28304753271761535,0.2441982170570614,-0.32743768021044595
0048987-A,SVR,0.06141433070448428,0.24781914918844403,0.1454717073722131,-0.01757192770705851
0048987-A,Decision Tree,0.06451612903225806,0.254000254000381,0.06451612903225806,-0.06896551724137923
0048987-A,Random Forest,0.06389412076658621,0.2527728639838268,0.0667357910906298,-0.05865948373602303
0048987-A,Gradient Boosting,0.07096005042849449,0.26638327730639266,0.10167923084671393,-0.1757346286514343
0048987-A,XGBoost,0.06452027936681762,0.2540084238107422,0.06478273431158384,-0.0690342839915814
0048987-A,CatBoost,0.06469751629204092,0.254357064560906,0.06673351360408951,-0.07197091649398812
0030780-S,Linear Regression,149.7584630836678,12.237584037859262,10.712765884451779,0.14836844275829597
0030780-S,Ridge,131.34605231649851,11.460630537474739,9.773570013438068,0.25307431200494956
0030780-S,Lasso,68.58780572842895,8.281775517872296,6.365906695135807,0.6099616769727414
0030780-S,Elastic Net,55.07393449594574,7.421181475745337,6.328169064566782,0.6868110180056667
0030780-S,SVR,143.63622781944738,11.984833241203125,10.183592710511352,0.18318376233696443
0030780-S,Decision Tree,149.5521666666667,12.229152328214196,9.596666666666666,0.149541588737805
0030780-S,Random Forest,154.3155394851883,12.42238058848578,9.721666233766234,0.12245371318386056
0030780-S,Gradient Boosting,148.399110796087,12.181917369449154,9.515070846749618,0.15609867236719455
0030780-S,XGBoost,149.54766265559053,12.228968176244082,9.596569672312278,0.14956720170075644
0030780-S,CatBoost,149.55107431872094,12.22910766649476,9.59665022806616,0.1495478005936356
0035490-F,Linear Regression,136.4624036281179,11.681712358559334,11.59047619047619,-20.833984580498864
0035490-F,Ridge,128.9039039039039,11.353585508723837,11.252252252252251,-19.624624624624627
0035490-F,Lasso,114.20607709750566,10.686724338987398,10.561904761904762,-17.272972335600905
0035490-F,Elastic Net,107.60327847180909,10.373200011173461,10.235772357723576,-16.216524555489453
0035490-F,SVR,37.38893118994382,6.114648901608645,5.5867838368338925,-4.982228990391011
0035490-F,Decision Tree,78.5,8.860022573334675,8.5,-11.56
0035490-F,Random Forest,57.086900000000014,7.555587336534468,7.130000000000001,-8.133904000000003
0035490-F,Gradient Boosting,78.49709820285403,8.859858813934567,8.499829304336295,-11.559535712456645
0035490-F,XGBoost,78.49395287769676,8.859681307908133,8.49964427947998,-11.559032460431482
0035490-F,CatBoost,77.6323537728225,8.810922413279014,8.448807831453056,-11.421176603651599
0052018-A,Linear Regression,3.4631223164123695,1.860946618367214,0.5437617691353686,-0.06606133237466416
0052018-A,Ridge,3.4629951019044944,1.8609124380003736,0.5435599422940631,-0.06602217162451685
0052018-A,Lasso,3.3878759648655854,1.8406183648072147,0.5361990950226244,-0.04289806568722043
0052018-A,Elastic Net,3.3878759648655854,1.8406183648072147,0.5361990950226244,-0.04289806568722043
0052018-A,SVR,3.3792307692307704,1.838268415991193,0.5461538461538461,-0.040236794171220946
0052018-A,Decision Tree,3.4615384615384617,1.860521018838127,0.46153846153846156,-0.06557377049180357
0052018-A,Random Forest,3.4615384615384617,1.860521018838127,0.46153846153846156,-0.06557377049180357
0052018-A,Gradient Boosting,3.4624566975700515,1.8607677709940194,0.46507843153063166,-0.065856433313914
0052018-A,XGBoost,3.461493105979926,1.8605088298580919,0.4615808789738087,-0.06555980858034194
0052018-A,CatBoost,3.461583707654753,1.860533178326781,0.4616183987416758,-0.0655876987133941
85328NP-X,Linear Regression,14845.981347476301,121.84408622282946,116.53890008718669,-41917.06498110956
85328NP-X,Ridge,12917.390921292716,113.65470039242862,108.69827586206901,-36471.633189532375
85328NP-X,Lasso,5984.719254927055,77.3609672569252,73.90742791726267,-16897.030837441096
85328NP-X,Elastic Net,2539.452737466728,50.392983018141805,48.07868216980729,-7169.219494023702
85328NP-X,SVR,21.76776426706975,4.665593667162813,4.595469413673816,-60.461922636432234
85328NP-X,Decision Tree,2179.3015046296296,46.68298945686351,32.298611111111114,-6152.321895424837
85328NP-X,Random Forest,1966.351268909264,44.34355949751062,32.34334806397307,-5551.050641626157
85328NP-X,Gradient Boosting,2143.264770259789,46.295407658425354,32.2434675678381,-6050.57111602764
85328NP-X,XGBoost,2179.234486388482,46.68227164982957,32.29840831022011,-6152.132667449831
85328NP-X,CatBoost,2178.6575945278432,46.676092322813865,32.29835813716655,-6150.50379631391
0038084-S,Linear Regression,0.5073978395894881,0.712318636278378,0.5700080617695373,-6.649998196887667
0038084-S,Ridge,0.4667333144315079,0.6831788304913348,0.5369053257499469,-6.036902279121195
0038084-S,Lasso,0.3622147083685546,0.601842760501906,0.5989010989010988,-4.4610832954028234
0038084-S,Elastic Net,0.4068575655114116,0.6378538747326159,0.6116562009419152,-5.134160218479744
0038084-S,SVR,0.07932100018876143,0.2816398412667523,0.16891920176753875,-0.19591661823055695
0038084-S,Decision Tree,0.29464285714285715,0.5428101483418094,0.39285714285714285,-3.4423076923076925
0038084-S,Random Forest,0.290872450688099,0.5393259225070671,0.382999123891981,-3.38546156422057
0038084-S,Gradient Boosting,0.2944654388393686,0.5426466979899247,0.39354654412449414,-3.4396327701935574
0038084-S,XGBoost,0.29451195033229843,0.5426895524443957,0.3928811673441877,-3.440334020394653
0038084-S,CatBoost,0.2946335574558245,0.5428015820314311,0.39286895985735815,-3.442167481641661
0057217-A,Linear Regression,0.5237697227203648,0.7237193673796252,0.3089003920469243,-0.048850508576450125
0057217-A,Ridge,0.5237899977686585,0.7237333747787638,0.3089208722823182,-0.048891109424097134
0057217-A,Lasso,0.5361111111111111,0.7321960878829599,0.32499999999999996,-0.07356417744402699
0057217-A,Elastic Net,0.5361111111111111,0.7321960878829599,0.32499999999999996,-0.07356417744402699
0057217-A,SVR,0.5297985978750068,0.7278726522373311,0.3352818128559638,-0.06092334993743531
0057217-A,Decision Tree,0.5765625,0.759317127424372,0.33125,-0.15456821026282852
0057217-A,Random Forest,0.5846434957660148,0.764619837413348,0.3370877976190476,-0.17075042956899078
0057217-A,Gradient Boosting,0.5485892978727135,0.7406681428768983,0.3229174993316635,-0.0985517854772735
0057217-A,XGBoost,0.5765958262213952,0.7593390719707469,0.331386428893893,-0.15463494612544704
0057217-A,CatBoost,0.5768499410406951,0.759506379855163,0.3321736080559847,-0.15514381184619785
0010123-A,Linear Regression,1.3561287798674737,1.1645294242171271,0.9696185855131583,-0.240773427223145
0010123-A,Ridge,1.3558941623013285,1.1644286849358052,0.9697121429466916,-0.24055876675287524
0010123-A,Lasso,1.5266718653761624,1.2355856366015925,1.089991095370323,-0.39680973574872924
0010123-A,Elastic Net,1.3835597943422795,1.176248185691387,1.0312423897307892,-0.2658710981430399
0010123-A,SVR,1.0617258026866079,1.0304007971108173,0.6462528513076412,0.028586973060593324
0010123-A,Decision Tree,1.177142857142857,1.08496214548843,0.7142857142857143,-0.07701244813277985
0010123-A,Random Forest,1.2127962536302597,1.1012702909051255,0.727088246409675,-0.10963308682768558
0010123-A,Gradient Boosting,0.9925354021598627,0.9962607099348356,0.6868341436275269,0.09189188308610086
0010123-A,XGBoost,1.1687525040726716,1.081088573648187,0.7136328808209371,-0.06933579729470551
0010123-A,CatBoost,1.5346804761186752,1.2388222132810969,0.869311658817064,-0.40413711611687897
0004662-S,Linear Regression,15.542649311752406,3.942416684186542,2.191710255190997,0.15732624213390578
0004662-S,Ridge,15.636489932542794,3.9543001824017856,2.132545571127599,0.15223849763322206
0004662-S,Lasso,18.564120844910466,4.308610082719306,2.235745432466744,-0.006488479543338421
0004662-S,Elastic Net,17.3646898369766,4.167096091641828,2.082108692216995,0.05854091245307602
0004662-S,SVR,19.813032543766806,4.451183274564956,1.8953911388763345,-0.07420055960181471
0004662-S,Decision Tree,21.485,4.635191473930716,2.3666666666666667,-0.16484939759036155
0004662-S,Random Forest,21.081023298698593,4.591407550925815,2.4560189594356263,-0.142947046314984
0004662-S,Gradient Boosting,21.470461618220867,4.633622947351334,2.3664024967641364,-0.1640611720722156
0004662-S,XGBoost,21.460634585763863,4.632562421140579,2.3725979073076613,-0.1635283811558721
0004662-S,CatBoost,20.073872536534008,4.480387543118788,2.240920402359864,-0.08834248692051849
0077321-S,Linear Regression,1114.756157202871,33.38796425664301,31.154694513990012,-0.8017885579005024
0077321-S,Ridge,1013.8901076706104,31.841641095750866,29.842205939566842,-0.6387580218020339
