,date,sales,sales_diff
610,2023-11-21 01:15:49,100,0.0
611,2023-11-21 01:17:27,100,0.0
612,2023-11-21 02:02:42,100,0.0
613,2023-11-21 02:18:03,100,0.0
614,2023-11-21 02:50:42,100,0.0
615,2023-11-21 02:50:55,100,0.0
616,2023-11-21 02:54:34,100,0.0
617,2023-11-21 03:00:13,100,0.0
618,2023-11-21 03:28:25,100,0.0
604,2023-11-21 11:37:26,100,0.0
605,2023-11-21 12:01:09,100,0.0
606,2023-11-21 12:07:32,100,0.0
607,2023-11-21 12:15:08,100,0.0
608,2023-11-21 12:43:29,100,0.0
621,2023-11-22 04:04:22,100,0.0
622,2023-11-22 07:23:34,100,0.0
623,2023-11-22 07:44:45,100,0.0
624,2023-11-22 08:05:08,100,0.0
625,2023-11-22 08:10:40,100,0.0
626,2023-11-22 08:16:08,100,0.0
627,2023-11-22 08:18:44,100,0.0
619,2023-11-22 10:59:58,100,0.0
620,2023-11-22 11:00:42,100,0.0
636,2023-11-24 02:03:06,100,0.0
637,2023-11-24 02:36:21,100,0.0
638,2023-11-24 08:48:05,100,0.0
628,2023-11-24 10:54:33,100,0.0
629,2023-11-24 11:01:15,100,0.0
630,2023-11-24 11:14:43,100,0.0
631,2023-11-24 11:16:46,100,0.0
632,2023-11-24 11:40:51,100,0.0
633,2023-11-24 11:46:24,100,0.0
634,2023-11-24 12:16:35,100,0.0
635,2023-11-24 12:37:33,100,0.0
640,2023-11-27 09:31:52,100,0.0
639,2023-11-27 12:54:20,100,0.0
641,2023-11-28 11:32:40,100,0.0
642,2023-11-28 12:20:26,100,0.0
643,2023-11-28 12:47:27,100,0.0
644,2023-11-29 09:16:26,100,0.0
645,2023-11-29 09:17:07,100,0.0
649,2023-11-30 08:53:11,100,0.0
650,2023-11-30 09:11:12,100,0.0
651,2023-11-30 09:13:07,100,0.0
648,2023-11-30 11:46:56,100,0.0
705,2023-12-01 02:05:10,100,0.0
706,2023-12-01 02:39:19,100,0.0
707,2023-12-02 11:14:40,100,0.0
708,2023-12-02 11:15:47,100,0.0
709,2023-12-04 03:18:22,100,0.0
710,2023-12-04 03:39:51,100,0.0
711,2023-12-04 03:39:53,100,0.0
712,2023-12-04 03:39:54,100,0.0
713,2023-12-04 03:39:59,100,0.0
715,2023-12-05 07:18:13,100,0.0
716,2023-12-05 07:22:52,100,0.0
714,2023-12-05 10:57:52,100,0.0
717,2023-12-06 08:40:36,100,0.0
718,2023-12-06 08:50:39,100,0.0
719,2023-12-06 09:33:08,100,0.0
720,2023-12-06 09:43:44,100,0.0
721,2023-12-08 11:50:13,100,0.0
722,2023-12-09 09:20:01,100,0.0
