iter	Passed	Remaining
522	31	28
523	31	28
524	31	28
525	32	28
526	32	28
527	32	28
528	32	28
529	32	28
530	32	28
531	32	28
532	32	28
533	32	28
534	32	28
535	32	28
536	32	28
537	32	28
538	32	28
539	32	28
540	33	28
541	33	27
542	33	27
543	33	27
544	33	27
545	33	27
546	33	27
547	33	27
548	33	27
549	33	27
550	33	27
551	33	27
552	33	27
553	34	27
554	34	27
555	34	27
556	34	27
557	34	27
558	34	27
559	34	27
560	34	27
561	34	27
562	34	27
563	34	26
564	34	26
565	35	26
566	35	26
567	35	26
568	35	26
569	35	26
570	35	26
571	35	26
572	35	26
573	35	26
574	35	26
575	35	26
576	35	26
577	35	26
578	35	26
579	35	25
580	35	25
581	35	25
582	36	25
583	36	25
584	36	25
585	36	25
586	36	25
587	36	25
588	36	25
589	36	25
590	36	25
591	36	25
592	36	25
593	36	25
594	36	25
595	37	25
596	37	25
597	37	25
598	37	25
599	37	24
600	37	24
601	37	24
602	37	24
603	37	24
604	37	24
605	37	24
606	37	24
607	38	24
608	38	24
609	38	24
610	38	24
611	38	24
612	38	24
613	38	24
614	38	24
615	38	24
616	38	23
617	38	23
618	38	23
619	38	23
620	38	23
621	38	23
622	39	23
623	39	23
624	39	23
625	39	23
626	39	23
627	39	23
628	39	23
629	39	23
630	39	23
631	39	23
632	39	23
633	39	22
634	39	22
635	40	22
636	40	22
637	40	22
638	40	22
639	40	22
640	40	22
641	40	22
642	40	22
643	40	22
644	40	22
645	40	22
646	40	22
647	40	22
648	41	22
649	41	22
650	41	22
651	41	22
652	41	22
653	41	21
654	41	21
655	41	21
656	41	21
657	41	21
658	41	21
659	41	21
660	42	21
661	42	21
662	42	21
663	42	21
664	42	21
665	42	21
666	42	21
667	42	21
668	42	21
669	42	20
670	42	20
671	42	20
672	42	20
673	43	20
674	43	20
675	43	20
676	43	20
677	43	20
678	43	20
679	43	20
680	43	20
681	43	20
682	43	20
683	43	20
684	43	20
685	44	20
686	44	20
687	44	20
688	44	19
689	44	19
690	44	19
691	44	19
692	44	19
693	44	19
694	44	19
695	44	19
696	44	19
697	44	19
698	44	19
699	44	19
700	44	19
701	44	19
702	45	19
703	45	18
704	45	18
705	45	18
706	45	18
707	45	18
708	45	18
709	45	18
710	45	18
711	45	18
712	45	18
713	45	18
714	45	18
715	45	18
716	45	18
717	45	17
718	45	17
719	45	17
720	46	17
721	46	17
722	46	17
723	46	17
724	46	17
725	46	17
726	46	17
727	46	17
728	46	17
729	46	17
730	46	17
731	46	17
732	46	16
733	46	16
734	46	16
735	46	16
736	46	16
737	46	16
738	47	16
739	47	16
740	47	16
741	47	16
742	47	16
743	47	16
744	47	16
745	47	16
746	47	16
747	47	16
748	47	15
749	47	15
750	47	15
751	47	15
752	47	15
753	47	15
754	48	15
755	48	15
756	48	15
757	48	15
758	48	15
759	48	15
760	48	15
761	48	15
762	48	15
763	48	15
764	48	14
765	48	14
766	48	14
767	48	14
768	48	14
769	48	14
770	48	14
771	48	14
772	49	14
773	49	14
774	49	14
775	49	14
776	49	14
777	49	14
778	49	14
779	49	14
780	49	13
781	49	13
782	49	13
783	50	13
784	50	13
785	50	13
786	50	13
787	50	13
788	50	13
789	50	13
790	50	13
791	50	13
792	50	13
793	50	13
794	50	13
795	50	13
796	50	12
797	50	12
798	50	12
799	50	12
800	51	12
801	51	12
802	51	12
803	51	12
804	51	12
805	51	12
806	51	12
807	51	12
808	51	12
809	51	12
810	51	12
811	52	12
812	52	11
813	52	11
814	52	11
815	52	11
816	52	11
817	52	11
818	52	11
819	52	11
820	52	11
821	52	11
822	52	11
823	52	11
824	52	11
825	52	11
826	52	11
827	52	10
828	52	10
829	52	10
830	52	10
831	53	10
832	53	10
833	53	10
834	53	10
835	53	10
836	53	10
837	53	10
838	53	10
839	53	10
840	53	10
841	53	10
842	53	9
843	53	9
844	53	9
845	53	9
846	53	9
847	53	9
848	54	9
849	54	9
850	54	9
851	54	9
852	54	9
853	54	9
854	54	9
855	54	9
856	54	9
857	54	9
858	54	8
859	54	8
860	54	8
861	54	8
862	55	8
863	55	8
864	55	8
865	55	8
866	55	8
867	55	8
868	55	8
869	55	8
870	55	8
871	55	8
872	55	8
873	55	8
874	55	7
875	55	7
876	55	7
877	55	7
878	55	7
879	56	7
880	56	7
881	56	7
882	56	7
883	56	7
884	56	7
885	56	7
886	56	7
887	56	7
888	56	7
889	56	6
890	56	6
891	56	6
892	56	6
893	56	6
894	56	6
895	56	6
896	57	6
897	57	6
898	57	6
899	57	6
900	57	6
901	57	6
902	57	6
903	57	6
904	57	6
905	57	5
906	57	5
907	57	5
908	57	5
909	57	5
910	58	5
911	58	5
912	58	5
913	58	5
914	58	5
915	58	5
916	58	5
917	58	5
918	58	5
919	58	5
920	58	5
921	58	4
922	58	4
923	59	4
924	59	4
925	59	4
926	59	4
927	59	4
928	59	4
929	59	4
930	59	4
931	59	4
932	59	4
933	59	4
934	59	4
935	59	4
936	59	4
937	59	3
938	59	3
939	59	3
940	59	3
941	60	3
942	60	3
943	60	3
944	60	3
945	60	3
946	60	3
947	60	3
948	60	3
949	60	3
950	60	3
951	60	3
952	60	2
953	60	2
954	60	2
955	60	2
956	60	2
957	60	2
958	60	2
959	60	2
960	60	2
961	60	2
962	61	2
963	61	2
964	61	2
965	61	2
966	61	2
967	61	2
968	61	1
969	61	1
970	61	1
971	61	1
972	61	1
973	61	1
974	61	1
975	61	1
976	61	1
977	61	1
978	61	1
979	62	1
980	62	1
981	62	1
982	62	1
983	62	1
984	62	0
985	62	0
986	62	0
987	62	0
988	62	0
989	62	0
990	63	0
991	63	0
992	63	0
993	63	0
994	63	0
995	63	0
996	63	0
997	63	0
998	63	0
999	63	0
