iter	RMSE
245	998.8370075
246	994.5856342
247	990.9926842
248	987.4847062
249	984.0079018
250	981.0173193
251	977.2686989
252	973.8466663
253	970.9204005
254	966.8526242
255	963.9734392
256	960.61983
257	956.9989694
258	953.4114611
259	949.8570366
260	945.9462955
261	942.5497021
262	939.0678203
263	935.4395859
264	931.8942061
265	928.6808968
266	924.9294157
267	922.2555336
268	918.9084615
269	915.2363044
270	912.0968163
271	908.9851575
272	905.3739431
273	902.7974942
274	899.7353496
275	896.7003955
276	893.1633564
277	890.0842096
278	887.5817339
279	884.1133901
280	881.0939569
281	877.9748116
282	874.9920908
283	872.5728454
284	869.5096185
285	866.819649
286	863.668807
287	860.7715655
288	857.933229
289	855.1202844
290	852.2905045
291	849.4866034
292	846.4830376
293	843.5419505
294	841.2652456
295	838.5532955
296	835.8657344
297	832.9838541
298	830.7641821
299	828.1159105
300	825.2845919
301	822.4207342
302	819.6289635
303	817.0374374
304	814.2789405
305	811.5465198
306	807.7218924
307	805.1825064
308	801.411576
309	798.9098885
310	796.4307106
311	793.9316207
312	790.2428632
313	787.6126047
314	785.0072764
315	782.4266739
316	778.8233304
317	776.2829835
318	772.7317947
319	770.231077
320	767.8660346
321	765.5222322
322	763.0574855
323	760.7407204
324	758.4447952
325	756.0153115
326	753.7458326
327	750.3438957
328	746.9765437
329	744.7536242
330	741.4333706
331	739.0828534
332	737.2126525
333	735.0339823
334	732.8749551
335	729.6345763
336	726.4272323
337	724.6028019
338	722.3416163
339	719.1874097
340	717.0955389
341	715.0225486
342	711.924326
343	709.7231931
344	707.9698334
345	706.2366969
346	703.1960536
347	701.1812098
348	698.1831856
349	696.1979396
350	693.2418848
351	691.2857425
352	689.347334
353	687.4265214
354	685.523168
355	683.8597514
356	681.9788484
357	680.7346001
358	679.5057121
359	678.2919947
360	676.2370545
361	675.0424013
362	673.0115887
363	671.8356913
364	670.0056592
365	668.8490504
366	666.0273539
367	663.2346171
368	662.0945046
369	660.9685411
370	659.8565503
371	658.0819584
372	656.323632
373	655.2342344
374	654.1583703
375	652.4248024
376	651.3665311
377	649.6531012
378	648.6121214
379	647.5840875
380	646.5688378
381	644.8833389
382	642.9593225
383	641.9636664
384	640.9804141
385	638.2866416
386	637.3162375
387	635.6704557
388	634.7158561
389	633.0889861
390	632.149923
391	631.2225889
392	629.6179483
393	627.752027
394	626.8423676
395	625.9440907
396	623.3205615
397	622.4338973
398	621.5583442
399	620.6937615
400	619.1325469
401	618.2819903
402	617.4420962
403	615.9017482
404	614.3758183
405	613.5526008
406	612.7397155
407	611.2341205
408	610.4343961
409	609.6447138
410	608.1590974
411	606.3627303
412	605.2590077
413	604.4948227
414	603.4213891
415	601.6494731
416	600.9092978
417	598.3794922
418	597.3358925
419	596.6110503
420	595.8953533
421	593.262354
422	592.2948403
423	591.3022912
424	590.1206932
425	588.6964248
426	587.2856311
427	586.6096207
428	585.656734
429	584.2640785
430	583.6062815
431	582.2290774
432	581.3070572
433	579.9452795
434	579.077992
435	577.3823963
436	576.7556583
437	575.8765442
438	574.9170079
439	573.5779744
440	573.031834
441	571.7045063
442	570.3898843
443	568.5269388
444	567.9877125
445	566.6846492
446	564.8395119
447	564.3081081
448	563.0164696
449	561.7372307
450	559.0324646
451	557.7723304
452	555.1088874
453	553.8504712
454	552.6073525
455	552.0827579
456	550.8413469
457	550.3541142
458	548.7476339
459	548.2671951
460	547.0357661
461	545.819631
462	543.3777922
463	542.8714483
464	542.403303
465	541.189443
466	539.6155386
467	539.1234105
468	537.9215341
469	536.7332229
470	534.3326866
471	533.8735514
472	533.4225059
473	531.8793212
474	531.434386
475	530.2498862
476	528.7222504
477	528.2823845
478	527.1095834
479	526.645716
480	525.4916994
481	523.1371099
482	522.7081006
483	520.3735505
484	519.9195891
485	518.7685259
486	518.3508346
487	516.8600089
488	515.7341435
489	515.2915919
490	512.9904007
491	510.7108797
492	510.3004246
493	509.8970499
494	508.7674359
495	507.6605044
496	505.4068326
497	505.0066473
498	502.7721507
499	502.3465167
500	500.1308395
501	499.7399106
502	497.5431109
503	497.1569027
504	496.0583784
505	495.6478755
506	494.5627954
507	492.3906197
508	492.0135049
509	489.8598469
510	489.4577391
511	488.3791871
512	488.01172
513	486.9445667
514	484.8150014
515	484.4510604
516	482.3396616
517	481.9800257
518	480.9304312
519	478.8394326
520	478.4532611
521	476.3799273
522	476.0276031
523	473.9719851
524	473.6237998
525	471.5857608
526	471.2416573
527	470.200769
528	469.17208
529	468.8321156
530	466.8169731
531	466.4809657
532	465.4546593
533	463.3124854
534	461.3362802
535	459.3786551
536	459.0454225
537	457.1045577
538	456.7436896
539	455.7423572
540	453.6814797
541	451.7778299
542	449.8920934
543	449.5347812
544	447.6650321
545	445.6791299
546	443.8425738
547	442.0233335
548	441.6983234
549	439.8947024
550	439.5735547
551	437.7854349
552	437.4680966
553	435.695361
554	433.8141615
555	432.0729265
556	431.7591507
557	430.0329241
558	429.7228854
559	428.775022
560	427.8364957
561	426.0140656
562	424.3247811
563	422.5396948
564	420.8803882
565	419.2367946
566	418.9287167
567	417.2993188
568	416.994958
569	416.0821703
570	414.3648476
571	412.7665797
572	411.1834728
573	410.881971
574	409.9858344
575	408.3194636
576	406.7665459
577	405.2283777
578	404.9297487
579	404.049704
580	402.4327445
581	400.9238577
582	399.4293218
583	399.1335779
584	398.2690891
585	397.9775483
586	397.1209279
587	396.2727615
588	395.6994319
589	394.8591419
590	394.2939502
591	393.7372518
592	392.7690094
593	392.2195264
594	390.7430392
595	390.1998728
596	388.7354657
597	387.5876424
598	387.0489964
599	385.6018167
600	384.4696586
601	383.935495
602	382.5052935
603	381.4799862
604	380.4653405
605	380.0080865
606	379.0025752
607	378.5497728
608	377.5533214
609	377.1049246
610	376.1174592
611	375.673423
612	374.6948704
613	374.2551503
614	373.2854383
615	372.8499908
616	372.4200948
617	371.4578282
618	371.0320946
619	370.0785481
620	369.6569359
621	368.7120389
622	368.2945076
623	367.3581903
624	366.9447001
625	366.0168932
626	365.607405
627	364.6880399
628	364.2825149
629	363.3715237
630	362.9699237
631	362.0672392
632	361.6695266
633	360.7750819
634	359.3642999
635	358.481616
636	357.6081512
637	356.7438148
638	355.3575233
639	354.5044822
640	353.4774758
641	352.6383111
642	351.8079315
643	350.4454771
644	349.4414467
645	348.3906398
646	347.3512303
647	346.9416743
648	346.5373546
649	345.725608
650	345.3268232
651	344.5225221
652	343.1872911
653	342.2102317
654	341.1904685
655	340.1817703
656	339.7821913
657	339.3877011
658	338.3867379
659	337.992096
660	337.207198
661	336.8165308
662	336.430876
663	335.6519885
664	334.3460036
665	333.3965067
666	332.4141778
667	331.4425153
668	330.1757768
669	329.7901545
670	328.5333065
671	327.7781692
672	327.3948873
673	326.6466275
674	326.2631123
675	325.3465177
676	324.9704303
677	324.0208919
678	323.6439149
679	323.2717914
680	322.3294138
681	321.9605174
682	320.723926
683	320.3611484
684	319.6260755
685	318.3829086
686	317.6573214
687	316.7662936
688	315.84738
689	315.4844963
690	314.2793297
691	313.5692019
692	313.2039482
693	312.5002164
694	311.2897641
695	310.4233553
696	309.5272382
697	308.6408879
698	308.2792657
699	307.1088746
700	306.7503867
701	306.0644235
702	305.7039091
703	305.0241075
704	304.6726091
705	303.8314367
706	303.4776445
707	302.6054392
708	302.2547534
709	301.9086022
710	300.7524276
711	299.8910905
712	299.5510034
713	298.4080139
714	297.74323
715	296.5899093
716	295.7726256
717	294.9320351
718	294.5913834
719	293.9399444
720	293.5968284
721	292.9512426
722	292.61167
723	291.8125338
724	291.4814408
725	290.6514671
726	290.3177246
727	289.2087855
728	288.8779554
729	288.0583471
730	287.7351933
731	286.6374543
732	286.0060501
733	284.895068
734	284.2717335
735	283.4988181
736	282.7006438
737	282.3761839
738	282.049683
739	281.2576112
740	280.1911031
741	279.8661319
742	279.5507568
743	278.9397375
744	277.8579532
745	277.2547222
746	276.5040082
747	275.7312649
748	274.6912506
749	273.5832568
750	272.994403
751	272.4116616
752	272.087574
753	271.3580745
754	271.0431143
755	270.2887987
756	269.9703077
757	269.655949
758	269.0809416
759	268.0407683
760	267.323982
761	266.5827226
762	265.5823425
763	265.2731017
764	264.7114293
765	264.1555948
766	263.0913293
767	262.394827
768	261.6724925
769	261.3576181
770	261.0527278
771	260.2773238
772	259.9691866
773	259.424397
774	259.1253529
775	258.5855157
776	258.2832939
777	257.6035441
778	257.3043093
779	256.5931476
780	256.296566
781	256.008831
782	255.0376667
783	254.5068267
784	253.5197407
785	252.8545952
786	252.1070722
787	251.5879277
788	251.299463
789	250.7850435
790	250.4931529
791	249.9833551
792	249.0142417
793	248.3677931
794	247.6842806
795	247.3992928
796	246.8994834
797	246.6174427
798	245.9834574
799	245.6969389
800	245.0215528
801	244.7375935
802	244.4636747
803	243.7452773
804	242.8201282
805	242.3304707
806	242.0506618
807	241.1087881
808	240.6246412
809	240.0090612
810	239.3532307
811	238.3808661
812	237.9064593
813	237.3039231
814	237.0303385
815	236.3866379
816	236.1082611
817	235.8334835
818	234.9432064
819	234.4772991
820	234.2106516
821	233.7489987
822	233.4783659
823	232.5713935
824	231.9828751
825	231.52903
826	231.0799288
827	230.8169434
828	230.24074
829	229.9731564
830	229.5300559
831	228.6355685
832	228.0686265
833	227.6336412
834	226.7068437
835	226.149628
836	225.7222583
837	225.2993803
838	224.4683346
839	223.9231578
840	223.6619889
841	223.2448915
842	222.9790625
843	222.7235634
844	222.3096947
845	222.0495918
846	221.5135972
847	221.256104
848	220.8476783
849	219.9814496
850	219.4541033
851	219.0531497
852	218.6564346
853	218.4061381
854	217.8897737
855	217.6419333
856	217.2505343
857	216.9976469
858	216.1426536
859	215.6339626
860	215.2491452
861	214.4402655
862	214.0591401
863	213.5614592
864	212.7604449
865	212.3850364
866	212.1332374
867	211.6436431
868	211.4013567
869	211.1548362
870	210.7838415
871	210.5399315
872	210.1723453
873	209.3405291
874	208.8595648
875	208.4987077
876	208.0264393
877	207.789609
878	207.4340379
879	207.1996882
880	206.8474547
881	206.0267132
882	205.5634136
883	204.7830435
884	204.4369243
885	203.9818741
886	203.2091049
887	202.8681841
888	202.6270687
889	202.2892894
890	202.0507494
891	201.8221652
892	201.3751793
893	201.141621
894	200.8077906
895	200.5835583
896	200.1435174
897	199.9143469
898	199.6880992
899	199.3581858
900	198.5576956
901	198.2321437
902	197.8003849
903	197.4799992
904	196.6899095
905	196.2657887
906	195.9512652
907	195.1989273
908	194.8875302
909	194.4726452
910	194.2516689
911	193.6154832
912	193.396527
913	193.0892744
914	192.8648209
915	192.4560454
916	191.8239596
917	191.6084876
918	190.9810699
919	190.7597642
920	190.5412794
921	190.2371633
922	189.4765981
923	189.0737719
924	188.4553783
925	188.1568468
926	187.9457643
927	187.6500664
928	186.9040538
929	186.509555
930	185.9008698
931	185.191825
932	184.9012942
933	184.199232
934	183.8120161
935	183.2176677
936	182.5271862
937	182.2407715
938	181.6109132
939	180.9318808
940	180.5515433
941	180.3392384
942	180.0566083
943	179.4362654
944	178.768754
945	178.4887436
946	177.8787947
947	177.2223657
948	176.8493975
949	176.5734592
950	176.3611267
951	175.7603692
952	175.3934916
953	174.7481937
954	174.1574125
955	173.8849458
956	173.2504007
957	172.8899626
958	172.6778089
959	172.0959082
960	171.8270443
961	171.203301
962	170.9370905
963	170.3647792
964	169.7514456
965	169.3980587
966	169.1861506
967	168.6226017
968	168.3597324
969	167.7568532
970	167.4092376
971	166.8548917
972	166.2623522
973	166.0030907
974	165.6616352
975	165.1540329
976	164.9411706
977	164.3995271
978	163.8208954
979	163.5650316
980	163.0325108
981	162.4635748
982	162.1272905
983	161.9149946
984	161.3910954
985	161.1383164
986	160.5792593
987	160.3685884
988	159.8532374
989	159.5214594
990	158.9706751
991	158.7208824
992	158.2139542
993	157.9666707
994	157.4261829
995	157.2156823
996	156.716995
997	156.3915731
998	156.182387
999	155.6876432
