,Sku,Created,Quantity
4660,0043121-X,10/25/2024 2:40:47 PM,12
4661,0043121-X,10/25/2024 3:51:58 PM,36
4662,0043121-X,10/25/2024 7:04:40 PM,12
4663,0043121-X,10/25/2024 7:09:07 PM,36
4664,0043121-X,10/25/2024 7:13:00 PM,12
4665,0043121-X,10/25/2024 7:13:02 PM,12
4666,0043121-X,10/25/2024 7:14:27 PM,24
4667,0043121-X,10/25/2024 7:14:30 PM,36
4668,0043121-X,10/25/2024 7:15:45 PM,24
4669,0043121-X,10/25/2024 7:15:46 PM,24
4670,0043121-X,10/28/2024 11:46:43 AM,12
4671,0043121-X,10/28/2024 11:57:28 AM,24
4672,0043121-X,10/29/2024 12:24:50 PM,24
4673,0043121-X,10/29/2024 12:54:56 PM,12
4674,0043121-X,10/29/2024 12:55:02 PM,36
4675,0043121-X,10/29/2024 12:55:11 PM,48
4676,0043121-X,10/29/2024 12:55:20 PM,12
4677,0043121-X,10/29/2024 12:55:31 PM,12
4678,0043121-X,10/29/2024 12:55:41 PM,24
4679,0043121-X,10/29/2024 1:51:38 PM,12
4680,0043121-X,10/29/2024 1:51:44 PM,12
4681,0043121-X,10/29/2024 1:51:47 PM,24
4682,0043121-X,10/29/2024 1:51:49 PM,12
4683,0043121-X,10/29/2024 1:51:55 PM,12
4684,0043121-X,10/29/2024 1:53:11 PM,12
4685,0043121-X,10/29/2024 1:53:18 PM,12
4686,0043121-X,10/29/2024 1:53:21 PM,24
4687,0043121-X,10/29/2024 1:54:52 PM,12
4688,0043121-X,10/29/2024 1:54:54 PM,24
4689,0043121-X,10/29/2024 1:55:12 PM,24
4690,0043121-X,10/29/2024 1:55:15 PM,24
4691,0043121-X,10/29/2024 1:55:20 PM,12
4692,0043121-X,10/29/2024 1:57:19 PM,12
4693,0043121-X,10/29/2024 1:57:29 PM,24
4694,0043121-X,10/29/2024 1:57:47 PM,24
4695,0043121-X,10/29/2024 2:01:13 PM,24
4696,0043121-X,10/29/2024 2:01:48 PM,12
4697,0043121-X,10/29/2024 2:04:49 PM,12
4698,0043121-X,10/29/2024 2:06:07 PM,24
4699,0043121-X,10/29/2024 2:14:52 PM,36
4700,0043121-X,10/29/2024 2:16:55 PM,24
4701,0043121-X,10/29/2024 2:20:51 PM,12
4702,0043121-X,10/29/2024 2:22:38 PM,12
4703,0043121-X,10/29/2024 2:38:13 PM,24
4704,0043121-X,10/29/2024 2:39:39 PM,24
4705,0043121-X,10/29/2024 2:40:20 PM,12
4706,0043121-X,10/29/2024 2:49:58 PM,24
4707,0043121-X,10/29/2024 3:15:32 PM,24
4708,0043121-X,10/29/2024 6:36:58 PM,12
4709,0043121-X,10/29/2024 6:44:31 PM,24
4710,0043121-X,10/29/2024 6:56:50 PM,12
4711,0043121-X,10/29/2024 7:03:33 PM,12
4712,0043121-X,10/29/2024 7:15:37 PM,36
4713,0043121-X,10/30/2024 11:17:51 AM,12
4714,0043121-X,10/30/2024 11:48:20 AM,12
4715,0043121-X,10/30/2024 11:55:47 AM,12
4716,0043121-X,10/30/2024 12:28:54 PM,24
4717,0043121-X,10/30/2024 12:47:57 PM,12
4718,0043121-X,10/30/2024 1:31:09 PM,12
4719,0043121-X,10/30/2024 1:36:15 PM,12
4720,0043121-X,10/30/2024 1:42:15 PM,12
4721,0043121-X,10/30/2024 1:57:41 PM,12
4722,0043121-X,10/30/2024 1:58:46 PM,24
4723,0043121-X,10/30/2024 1:59:05 PM,24
4724,0043121-X,10/30/2024 2:02:48 PM,24
4725,0043121-X,10/30/2024 2:02:51 PM,48
4726,0043121-X,10/30/2024 2:10:07 PM,12
4727,0043121-X,10/30/2024 2:32:56 PM,24
4728,0043121-X,10/30/2024 2:38:20 PM,36
4729,0043121-X,10/30/2024 2:42:15 PM,12
4730,0043121-X,10/30/2024 2:55:07 PM,24
4731,0043121-X,10/30/2024 2:58:37 PM,12
4732,0043121-X,10/30/2024 3:00:12 PM,12
4733,0043121-X,10/30/2024 3:08:20 PM,12
4734,0043121-X,10/30/2024 3:08:21 PM,12
4735,0043121-X,10/30/2024 3:08:23 PM,12
4736,0043121-X,10/30/2024 3:08:37 PM,12
4737,0043121-X,10/30/2024 3:14:45 PM,12
4738,0043121-X,10/30/2024 3:15:13 PM,12
4739,0043121-X,10/30/2024 3:16:18 PM,12
4740,0043121-X,10/30/2024 3:16:58 PM,24
4741,0043121-X,10/30/2024 3:19:10 PM,12
4742,0043121-X,10/30/2024 3:20:21 PM,24
4743,0043121-X,10/30/2024 3:21:43 PM,12
4744,0043121-X,10/30/2024 3:22:18 PM,24
4745,0043121-X,10/30/2024 3:22:52 PM,12
4746,0043121-X,10/30/2024 3:29:32 PM,12
4747,0043121-X,10/30/2024 3:30:39 PM,24
4748,0043121-X,10/30/2024 3:30:51 PM,12
4749,0043121-X,10/30/2024 3:31:59 PM,12
4750,0043121-X,10/30/2024 3:34:06 PM,24
4751,0043121-X,10/30/2024 3:34:07 PM,12
4752,0043121-X,10/30/2024 3:39:15 PM,24
4753,0043121-X,10/30/2024 4:10:55 PM,24
4754,0043121-X,10/30/2024 4:10:59 PM,12
4755,0043121-X,10/30/2024 4:11:02 PM,24
4756,0043121-X,10/30/2024 4:11:04 PM,24
4757,0043121-X,10/30/2024 4:11:05 PM,12
4758,0043121-X,10/30/2024 4:11:22 PM,12
4759,0043121-X,10/30/2024 4:56:55 PM,24
4760,0043121-X,10/30/2024 4:57:07 PM,24
4761,0043121-X,10/30/2024 4:58:29 PM,24
4762,0043121-X,10/30/2024 4:58:31 PM,24
4763,0043121-X,10/30/2024 4:59:56 PM,24
4764,0043121-X,10/30/2024 4:59:58 PM,24
4765,0043121-X,10/30/2024 5:00:46 PM,12
4766,0043121-X,10/30/2024 5:04:19 PM,12
4767,0043121-X,10/30/2024 5:06:11 PM,12
4768,0043121-X,10/30/2024 5:07:28 PM,12
4769,0043121-X,10/30/2024 5:16:32 PM,24
4770,0043121-X,10/30/2024 5:19:25 PM,12
4771,0043121-X,10/30/2024 5:29:35 PM,1
4772,0043121-X,10/30/2024 5:35:57 PM,23
4773,0043121-X,10/31/2024 1:24:29 PM,12
4774,0043121-X,10/31/2024 1:26:58 PM,12
4775,0043121-X,10/31/2024 1:50:13 PM,12
4776,0043121-X,10/31/2024 5:10:45 PM,12
4777,0043121-X,10/31/2024 5:18:45 PM,12
4778,0043121-X,10/31/2024 5:21:06 PM,12
4779,0043121-X,10/31/2024 5:24:07 PM,36
4780,0043121-X,10/31/2024 5:30:18 PM,24
4781,0043121-X,10/31/2024 5:34:58 PM,48
4782,0043121-X,10/31/2024 5:51:07 PM,12
4783,0043121-X,10/31/2024 6:09:51 PM,12
4784,0043121-X,10/31/2024 6:16:21 PM,12
4785,0043121-X,10/31/2024 6:43:20 PM,12
4786,0043121-X,10/31/2024 6:44:41 PM,36
4787,0043121-X,10/31/2024 6:45:53 PM,12
4788,0043121-X,10/31/2024 6:46:47 PM,24
4789,0043121-X,10/31/2024 6:48:30 PM,24
4790,0043121-X,10/31/2024 6:50:36 PM,24
4791,0043121-X,10/31/2024 6:52:07 PM,24
4792,0043121-X,10/31/2024 6:54:19 PM,24
4793,0043121-X,10/31/2024 7:06:03 PM,12
4794,0043121-X,11/1/2024 12:18:04 PM,12
4795,0043121-X,11/1/2024 12:22:57 PM,12
4796,0043121-X,11/1/2024 12:24:29 PM,12
4797,0043121-X,11/1/2024 12:31:12 PM,12
4798,0043121-X,11/1/2024 12:36:03 PM,12
4799,0043121-X,11/1/2024 12:49:49 PM,12
4800,0043121-X,11/1/2024 1:39:24 PM,12
4801,0043121-X,11/1/2024 3:36:57 PM,24
4802,0043121-X,11/1/2024 4:09:50 PM,12
4803,0043121-X,11/1/2024 4:09:55 PM,12
4804,0043121-X,11/1/2024 4:09:56 PM,12
4805,0043121-X,11/1/2024 4:10:00 PM,12
4806,0043121-X,11/1/2024 4:24:20 PM,12
4807,0043121-X,11/1/2024 4:24:20 PM,12
4808,0043121-X,11/1/2024 4:25:27 PM,12
4809,0043121-X,11/1/2024 4:25:47 PM,12
4810,0043121-X,11/1/2024 4:28:50 PM,24
4811,0043121-X,11/1/2024 4:32:19 PM,24
4812,0043121-X,11/1/2024 4:42:41 PM,24
4813,0043121-X,11/1/2024 4:47:29 PM,12
4814,0043121-X,11/1/2024 4:51:46 PM,12
4815,0043121-X,11/1/2024 4:52:29 PM,12
4816,0043121-X,11/1/2024 5:02:31 PM,12
4817,0043121-X,11/1/2024 5:05:41 PM,12
4818,0043121-X,11/1/2024 5:09:08 PM,12
4819,0043121-X,11/1/2024 5:12:19 PM,12
4820,0043121-X,11/1/2024 5:15:50 PM,48
4821,0043121-X,11/1/2024 5:16:51 PM,24
4822,0043121-X,11/1/2024 5:24:52 PM,12
4823,0043121-X,11/1/2024 5:25:36 PM,12
4824,0043121-X,11/1/2024 5:28:09 PM,12
4825,0043121-X,11/1/2024 5:35:52 PM,12
4826,0043121-X,11/1/2024 5:44:47 PM,12
4827,0043121-X,11/1/2024 5:44:58 PM,12
4828,0043121-X,11/1/2024 5:52:10 PM,12
4829,0043121-X,11/4/2024 1:42:21 PM,12
4830,0043121-X,11/4/2024 1:42:27 PM,72
4831,0043121-X,11/4/2024 1:42:29 PM,24
4832,0043121-X,11/4/2024 1:42:30 PM,24
4833,0043121-X,11/4/2024 1:42:33 PM,12
4834,0043121-X,11/4/2024 1:43:44 PM,12
4835,0043121-X,11/4/2024 1:46:23 PM,24
4836,0043121-X,11/4/2024 2:44:33 PM,12
4837,0043121-X,11/4/2024 2:44:44 PM,48
4838,0043121-X,11/4/2024 2:44:50 PM,12
4839,0043121-X,11/4/2024 2:44:52 PM,24
4840,0043121-X,11/4/2024 2:45:01 PM,24
4841,0043121-X,11/4/2024 2:45:17 PM,12
4842,0043121-X,11/4/2024 2:45:22 PM,12
4843,0043121-X,11/4/2024 2:45:27 PM,24
4844,0043121-X,11/4/2024 2:45:29 PM,48
4845,0043121-X,11/4/2024 2:45:30 PM,12
4846,0043121-X,11/4/2024 2:45:33 PM,12
4847,0043121-X,11/4/2024 2:45:34 PM,12
4848,0043121-X,11/4/2024 2:47:56 PM,24
4849,0043121-X,11/4/2024 3:20:10 PM,12
4850,0043121-X,11/4/2024 3:20:12 PM,12
4851,0043121-X,11/4/2024 3:20:16 PM,12
4852,0043121-X,11/4/2024 3:20:18 PM,12
4853,0043121-X,11/4/2024 3:20:19 PM,12
4854,0043121-X,11/4/2024 3:20:22 PM,12
4855,0043121-X,11/4/2024 3:21:54 PM,24
4856,0043121-X,11/4/2024 3:23:10 PM,12
4857,0043121-X,11/4/2024 3:26:16 PM,12
4858,0043121-X,11/4/2024 3:27:29 PM,12
4859,0043121-X,11/4/2024 3:28:24 PM,24
4860,0043121-X,11/4/2024 3:29:17 PM,12
4861,0043121-X,11/4/2024 3:43:51 PM,24
4862,0043121-X,11/4/2024 3:44:11 PM,24
4863,0043121-X,11/4/2024 3:44:14 PM,12
4864,0043121-X,11/4/2024 3:44:19 PM,12
4865,0043121-X,11/4/2024 3:56:16 PM,12
4866,0043121-X,11/4/2024 3:56:42 PM,12
4867,0043121-X,11/4/2024 3:58:49 PM,12
4868,0043121-X,11/4/2024 4:01:16 PM,12
4869,0043121-X,11/4/2024 4:03:15 PM,24
4870,0043121-X,11/4/2024 4:13:21 PM,24
4871,0043121-X,11/4/2024 4:16:32 PM,24
4872,0043121-X,11/4/2024 4:20:29 PM,24
4873,0043121-X,11/4/2024 4:21:10 PM,12
4874,0043121-X,11/4/2024 4:23:13 PM,12
4875,0043121-X,11/4/2024 4:28:58 PM,24
4876,0043121-X,11/4/2024 4:31:37 PM,12
4877,0043121-X,11/4/2024 4:33:55 PM,12
4878,0043121-X,11/4/2024 4:38:45 PM,24
4879,0043121-X,11/4/2024 4:42:24 PM,12
4880,0043121-X,11/4/2024 4:46:46 PM,12
4881,0043121-X,11/4/2024 4:52:35 PM,12
4882,0043121-X,11/4/2024 5:18:52 PM,12
4883,0043121-X,11/4/2024 5:20:40 PM,12
4884,0043121-X,11/4/2024 5:24:28 PM,1
4885,0043121-X,11/4/2024 5:24:30 PM,23
4886,0043121-X,11/4/2024 5:43:19 PM,24
4887,0043121-X,11/4/2024 5:49:26 PM,12
4888,0043121-X,11/4/2024 5:55:39 PM,24
4889,0043121-X,11/4/2024 5:58:13 PM,12
4890,0043121-X,11/4/2024 6:13:27 PM,12
4891,0043121-X,11/4/2024 6:17:58 PM,12
4892,0043121-X,11/4/2024 7:09:12 PM,12
4893,0043121-X,11/4/2024 7:14:25 PM,12
4894,0043121-X,11/5/2024 1:54:04 PM,24
4895,0043121-X,11/5/2024 1:56:54 PM,24
4896,0043121-X,11/5/2024 2:23:09 PM,24
4897,0043121-X,11/5/2024 2:36:09 PM,12
4898,0043121-X,11/5/2024 2:39:42 PM,24
4899,0043121-X,11/5/2024 2:46:08 PM,48
4900,0043121-X,11/5/2024 2:58:34 PM,24
4901,0043121-X,11/5/2024 3:01:10 PM,12
4902,0043121-X,11/5/2024 3:05:11 PM,48
4903,0043121-X,11/5/2024 3:05:28 PM,24
4904,0043121-X,11/5/2024 3:12:27 PM,12
4905,0043121-X,11/5/2024 3:23:22 PM,12
4906,0043121-X,11/5/2024 3:25:25 PM,24
4907,0043121-X,11/5/2024 3:34:11 PM,24
4908,0043121-X,11/5/2024 3:35:05 PM,24
4909,0043121-X,11/5/2024 3:37:24 PM,24
4910,0043121-X,11/5/2024 3:37:26 PM,24
4911,0043121-X,11/5/2024 3:41:33 PM,12
4912,0043121-X,11/5/2024 3:45:05 PM,24
4913,0043121-X,11/5/2024 3:45:13 PM,12
4914,0043121-X,11/5/2024 3:50:06 PM,24
4915,0043121-X,11/5/2024 3:52:56 PM,12
4916,0043121-X,11/5/2024 3:52:59 PM,24
4917,0043121-X,11/5/2024 3:54:33 PM,24
4918,0043121-X,11/5/2024 3:54:55 PM,12
4919,0043121-X,11/5/2024 3:58:21 PM,12
4920,0043121-X,11/5/2024 4:04:38 PM,12
4921,0043121-X,11/5/2024 4:07:47 PM,12
4922,0043121-X,11/5/2024 4:07:50 PM,12
4923,0043121-X,11/5/2024 4:14:22 PM,108
4924,0043121-X,11/5/2024 5:06:04 PM,24
4925,0043121-X,11/5/2024 5:51:16 PM,12
4926,0043121-X,11/6/2024 1:51:39 PM,24
4927,0043121-X,11/6/2024 1:54:29 PM,24
4928,0043121-X,11/6/2024 1:57:34 PM,24
4929,0043121-X,11/6/2024 1:57:52 PM,24
4930,0043121-X,11/6/2024 2:55:29 PM,12
4931,0043121-X,11/6/2024 2:56:07 PM,12
4932,0043121-X,11/6/2024 2:56:12 PM,12
4933,0043121-X,11/6/2024 2:56:16 PM,12
4934,0043121-X,11/6/2024 3:25:08 PM,12
4935,0043121-X,11/6/2024 3:25:11 PM,24
4936,0043121-X,11/6/2024 3:25:41 PM,12
4937,0043121-X,11/6/2024 3:29:48 PM,24
4938,0043121-X,11/6/2024 3:54:46 PM,24
4939,0043121-X,11/6/2024 3:55:30 PM,24
4940,0043121-X,11/6/2024 3:55:32 PM,24
4941,0043121-X,11/6/2024 3:55:40 PM,24
4942,0043121-X,11/6/2024 3:55:41 PM,24
4943,0043121-X,11/6/2024 3:55:42 PM,24
4944,0043121-X,11/6/2024 4:28:48 PM,12
4945,0043121-X,11/6/2024 6:01:06 PM,12
4946,0043121-X,11/6/2024 6:19:55 PM,24
4947,0043121-X,11/6/2024 7:52:10 PM,12
4948,0043121-X,11/6/2024 8:07:55 PM,24
4949,0043121-X,11/7/2024 11:36:39 AM,12
4950,0043121-X,11/7/2024 11:48:17 AM,12
4951,0043121-X,11/7/2024 12:35:24 PM,12
4952,0043121-X,11/7/2024 5:24:56 PM,12
4953,0043121-X,11/7/2024 5:24:58 PM,12
4954,0043121-X,11/7/2024 5:24:59 PM,12
4955,0043121-X,11/7/2024 5:25:00 PM,12
4956,0043121-X,11/7/2024 5:25:02 PM,12
4957,0043121-X,11/7/2024 5:27:39 PM,12
4958,0043121-X,11/7/2024 5:52:25 PM,12
4959,0043121-X,11/7/2024 6:03:53 PM,12
4960,0043121-X,11/7/2024 6:14:30 PM,12
4961,0043121-X,11/7/2024 6:19:01 PM,12
4962,0043121-X,11/8/2024 1:28:11 PM,24
4963,0043121-X,11/8/2024 1:30:21 PM,24
4964,0043121-X,11/8/2024 1:36:41 PM,12
4965,0043121-X,11/8/2024 2:26:37 PM,12
4966,0043121-X,11/8/2024 2:28:18 PM,12
4967,0043121-X,11/8/2024 2:32:22 PM,12
4968,0043121-X,11/8/2024 3:06:47 PM,12
4969,0043121-X,11/8/2024 3:06:48 PM,96
4970,0043121-X,11/8/2024 3:06:49 PM,12
4971,0043121-X,11/8/2024 3:06:50 PM,12
4972,0043121-X,11/8/2024 3:06:54 PM,12
4973,0043121-X,11/8/2024 3:07:04 PM,12
4974,0043121-X,11/8/2024 3:07:05 PM,12
4975,0043121-X,11/8/2024 3:58:12 PM,12
4976,0043121-X,11/8/2024 4:00:51 PM,24
4977,0043121-X,11/8/2024 4:06:36 PM,12
4978,0043121-X,11/8/2024 4:11:23 PM,12
4979,0043121-X,11/8/2024 4:16:18 PM,24
4980,0043121-X,11/8/2024 4:17:57 PM,48
4981,0043121-X,11/8/2024 4:21:36 PM,24
4982,0043121-X,11/8/2024 4:35:58 PM,24
4983,0043121-X,11/8/2024 4:52:01 PM,12
4984,0043121-X,11/8/2024 5:11:04 PM,24
4985,0043121-X,11/8/2024 5:43:47 PM,12
4986,0043121-X,11/8/2024 5:46:44 PM,12
4987,0043121-X,11/8/2024 5:51:57 PM,12
4988,0043121-X,11/8/2024 5:57:06 PM,24
4989,0043121-X,11/8/2024 7:09:36 PM,12
4990,0043121-X,11/11/2024 1:54:51 PM,12
4991,0043121-X,11/11/2024 1:58:52 PM,12
4992,0043121-X,11/11/2024 2:28:12 PM,24
4993,0043121-X,11/11/2024 3:07:48 PM,12
4994,0043121-X,11/11/2024 3:12:46 PM,12
4995,0043121-X,11/11/2024 3:14:25 PM,12
4996,0043121-X,11/11/2024 3:15:02 PM,24
4997,0043121-X,11/11/2024 3:21:27 PM,24
4998,0043121-X,11/11/2024 3:28:59 PM,12
4999,0043121-X,11/11/2024 3:32:37 PM,24
5000,0043121-X,11/11/2024 4:05:12 PM,12
5001,0043121-X,11/11/2024 4:06:57 PM,24
5002,0043121-X,11/11/2024 4:17:30 PM,12
5003,0043121-X,11/11/2024 4:21:15 PM,12
5004,0043121-X,11/11/2024 4:23:20 PM,24
5005,0043121-X,11/11/2024 4:25:39 PM,24
5006,0043121-X,11/11/2024 4:27:05 PM,12
5007,0043121-X,11/11/2024 5:36:58 PM,24
5008,0043121-X,11/11/2024 5:37:04 PM,24
5009,0043121-X,11/11/2024 5:37:07 PM,36
5010,0043121-X,11/11/2024 5:53:20 PM,24
5011,0043121-X,11/11/2024 5:59:21 PM,12
5012,0043121-X,11/11/2024 6:02:32 PM,12
5013,0043121-X,11/11/2024 6:05:26 PM,12
5014,0043121-X,11/11/2024 6:12:00 PM,12
5015,0043121-X,11/11/2024 6:14:09 PM,12
5016,0043121-X,11/11/2024 6:17:12 PM,24
5017,0043121-X,11/11/2024 6:17:31 PM,48
5018,0043121-X,11/11/2024 6:22:27 PM,12
5019,0043121-X,11/11/2024 6:43:38 PM,12
5020,0043121-X,11/11/2024 6:50:32 PM,12
5021,0043121-X,11/11/2024 6:50:52 PM,12
5022,0043121-X,11/11/2024 6:57:44 PM,84
5023,0043121-X,11/11/2024 6:57:48 PM,48
5024,0043121-X,11/11/2024 7:30:57 PM,12
5025,0043121-X,11/11/2024 7:38:34 PM,36
5026,0043121-X,11/12/2024 1:15:59 PM,12
5027,0043121-X,11/12/2024 1:26:44 PM,12
5028,0043121-X,11/12/2024 1:29:45 PM,12
5029,0043121-X,11/12/2024 1:38:51 PM,12
5030,0043121-X,11/12/2024 1:39:12 PM,12
5031,0043121-X,11/12/2024 2:25:51 PM,12
5032,0043121-X,11/12/2024 2:38:44 PM,12
5033,0043121-X,11/12/2024 2:38:56 PM,12
5034,0043121-X,11/12/2024 2:42:26 PM,24
5035,0043121-X,11/12/2024 2:42:56 PM,12
5036,0043121-X,11/12/2024 2:50:07 PM,12
5037,0043121-X,11/12/2024 2:50:13 PM,12
5038,0043121-X,11/12/2024 2:56:22 PM,24
5039,0043121-X,11/12/2024 3:04:44 PM,12
5040,0043121-X,11/12/2024 3:04:48 PM,12
5041,0043121-X,11/12/2024 3:06:43 PM,12
5042,0043121-X,11/12/2024 3:07:13 PM,24
5043,0043121-X,11/12/2024 3:12:35 PM,24
5044,0043121-X,11/12/2024 3:19:49 PM,12
5045,0043121-X,11/12/2024 3:20:37 PM,12
5046,0043121-X,11/12/2024 3:43:52 PM,24
5047,0043121-X,11/12/2024 3:45:40 PM,12
5048,0043121-X,11/12/2024 3:45:49 PM,24
5049,0043121-X,11/12/2024 4:14:14 PM,12
5050,0043121-X,11/12/2024 4:29:16 PM,12
5051,0043121-X,11/12/2024 4:39:52 PM,12
5052,0043121-X,11/12/2024 4:46:25 PM,12
5053,0043121-X,11/12/2024 5:35:24 PM,24
5054,0043121-X,11/12/2024 5:37:50 PM,12
5055,0043121-X,11/12/2024 5:38:15 PM,12
5056,0043121-X,11/12/2024 5:38:28 PM,12
5057,0043121-X,11/12/2024 5:38:32 PM,48
5058,0043121-X,11/12/2024 5:38:37 PM,12
5059,0043121-X,11/12/2024 5:39:23 PM,12
5060,0043121-X,11/12/2024 5:45:11 PM,48
5061,0043121-X,11/12/2024 6:48:41 PM,24
5062,0043121-X,11/12/2024 6:52:03 PM,24
5063,0043121-X,11/12/2024 6:57:30 PM,12
5064,0043121-X,11/12/2024 7:01:23 PM,12
5065,0043121-X,11/12/2024 7:03:18 PM,12
5066,0043121-X,11/12/2024 7:09:19 PM,48
5067,0043121-X,11/12/2024 7:18:03 PM,12
5068,0043121-X,11/12/2024 7:21:02 PM,24
5069,0043121-X,11/12/2024 7:22:39 PM,12
5070,0043121-X,11/12/2024 7:22:42 PM,12
5071,0043121-X,11/12/2024 7:26:30 PM,24
5072,0043121-X,11/12/2024 7:26:34 PM,12
5073,0043121-X,11/12/2024 7:27:40 PM,24
5074,0043121-X,11/12/2024 7:29:43 PM,12
5075,0043121-X,11/12/2024 7:32:48 PM,24
5076,0043121-X,11/12/2024 7:33:44 PM,24
5077,0043121-X,11/12/2024 7:35:26 PM,48
5078,0043121-X,11/12/2024 7:40:52 PM,12
5079,0043121-X,11/12/2024 7:45:41 PM,12
5080,0043121-X,11/12/2024 7:47:01 PM,12
5081,0043121-X,11/12/2024 7:52:05 PM,72
5082,0043121-X,11/12/2024 7:54:53 PM,24
5083,0043121-X,11/12/2024 7:56:14 PM,24
5084,0043121-X,11/12/2024 7:59:21 PM,36
5085,0043121-X,11/12/2024 8:00:46 PM,24
5086,0043121-X,11/13/2024 11:46:37 AM,36
5087,0043121-X,11/13/2024 12:23:54 PM,12
5088,0043121-X,11/13/2024 12:44:00 PM,12
5089,0043121-X,11/13/2024 12:56:23 PM,12
5090,0043121-X,11/13/2024 1:00:08 PM,12
5091,0043121-X,11/13/2024 1:08:19 PM,48
5092,0043121-X,11/13/2024 1:26:24 PM,12
5093,0043121-X,11/13/2024 1:36:26 PM,12
5094,0043121-X,11/13/2024 1:45:11 PM,12
5095,0043121-X,11/13/2024 4:15:43 PM,12
5096,0043121-X,11/13/2024 4:53:13 PM,12
5097,0043121-X,11/13/2024 4:53:58 PM,12
5098,0043121-X,11/13/2024 5:34:03 PM,12
5099,0043121-X,11/13/2024 6:01:49 PM,12
5100,0043121-X,11/13/2024 6:05:35 PM,12
5101,0043121-X,11/13/2024 6:07:33 PM,12
5102,0043121-X,11/13/2024 6:11:54 PM,12
5103,0043121-X,11/13/2024 6:25:00 PM,12
5104,0043121-X,11/13/2024 6:54:49 PM,12
5105,0043121-X,11/13/2024 7:30:04 PM,12
5106,0043121-X,11/13/2024 7:36:10 PM,12
5107,0043121-X,11/14/2024 1:53:31 PM,24
5108,0043121-X,11/14/2024 3:45:37 PM,48
5109,0043121-X,11/14/2024 4:21:36 PM,12
5110,0043121-X,11/14/2024 4:44:49 PM,12
5111,0043121-X,11/14/2024 6:05:23 PM,12
5112,0043121-X,11/14/2024 6:16:31 PM,12
5113,0043121-X,11/14/2024 6:17:50 PM,12
5114,0043121-X,11/14/2024 6:18:06 PM,24
5115,0043121-X,11/14/2024 6:18:23 PM,24
5116,0043121-X,11/14/2024 6:19:30 PM,24
5117,0043121-X,11/14/2024 6:19:37 PM,12
5118,0043121-X,11/14/2024 6:23:01 PM,24
5119,0043121-X,11/14/2024 7:03:14 PM,12
5120,0043121-X,11/14/2024 7:10:48 PM,12
5121,0043121-X,11/14/2024 7:12:26 PM,12
5122,0043121-X,11/14/2024 7:20:10 PM,12
5123,0043121-X,11/14/2024 7:28:35 PM,12
5124,0043121-X,11/14/2024 7:29:28 PM,12
5125,0043121-X,11/14/2024 7:35:43 PM,12
5126,0043121-X,11/14/2024 7:44:08 PM,12
5127,0043121-X,11/14/2024 7:46:00 PM,12
5128,0043121-X,11/14/2024 7:50:35 PM,12
5129,0043121-X,11/14/2024 8:05:03 PM,12
5130,0043121-X,11/14/2024 8:09:45 PM,12
5131,0043121-X,11/14/2024 8:10:41 PM,12
5132,0043121-X,11/15/2024 12:32:11 PM,12
5133,0043121-X,11/15/2024 12:41:40 PM,12
5134,0043121-X,11/15/2024 12:58:47 PM,12
5135,0043121-X,11/15/2024 1:12:46 PM,12
5136,0043121-X,11/15/2024 1:20:36 PM,12
5137,0043121-X,11/15/2024 1:37:57 PM,12
5138,0043121-X,11/15/2024 1:47:19 PM,12
5139,0043121-X,11/15/2024 1:49:50 PM,12
5140,0043121-X,11/15/2024 6:56:27 PM,12
5141,0043121-X,11/15/2024 6:57:53 PM,12
5142,0043121-X,11/15/2024 7:01:30 PM,12
5143,0043121-X,11/15/2024 7:08:12 PM,24
5144,0043121-X,11/15/2024 7:20:22 PM,24
5145,0043121-X,11/15/2024 7:47:18 PM,12
5146,0043121-X,11/15/2024 7:48:54 PM,24
5147,0043121-X,11/15/2024 7:51:14 PM,24
5148,0043121-X,11/15/2024 7:55:53 PM,24
5149,0043121-X,11/15/2024 8:02:21 PM,24
5150,0043121-X,11/15/2024 8:02:37 PM,12
5151,0043121-X,11/15/2024 8:03:58 PM,12
5152,0043121-X,11/15/2024 8:04:01 PM,12
5153,0043121-X,11/15/2024 8:04:16 PM,36
5154,0043121-X,11/15/2024 8:04:18 PM,12
5155,0043121-X,11/15/2024 8:05:13 PM,12
5156,0043121-X,11/15/2024 8:07:02 PM,12
5157,0043121-X,11/15/2024 8:11:52 PM,12
5158,0043121-X,11/18/2024 12:22:14 PM,12
5159,0043121-X,11/18/2024 12:30:41 PM,12
5160,0043121-X,11/18/2024 12:37:08 PM,12
5161,0043121-X,11/18/2024 12:45:58 PM,12
5162,0043121-X,11/18/2024 12:47:57 PM,12
5163,0043121-X,11/18/2024 12:48:23 PM,60
5164,0043121-X,11/18/2024 12:52:53 PM,12
5165,0043121-X,11/18/2024 12:55:45 PM,24
5166,0043121-X,11/18/2024 1:08:33 PM,24
5167,0043121-X,11/18/2024 1:11:33 PM,48
5168,0043121-X,11/18/2024 1:15:02 PM,12
5169,0043121-X,11/18/2024 1:19:34 PM,36
5170,0043121-X,11/18/2024 1:22:54 PM,12
5171,0043121-X,11/18/2024 1:28:59 PM,24
5172,0043121-X,11/18/2024 1:32:57 PM,12
5173,0043121-X,11/18/2024 2:37:46 PM,12
5174,0043121-X,11/18/2024 2:40:31 PM,12
5175,0043121-X,11/18/2024 4:04:54 PM,12
5176,0043121-X,11/18/2024 4:16:32 PM,12
5177,0043121-X,11/18/2024 4:29:41 PM,12
