,Sku,Created,Quantity
1762,0043121-X,11/30/2023 3:40:06 PM,48
1763,0043121-X,11/30/2023 3:47:57 PM,24
1764,0043121-X,11/30/2023 3:48:59 PM,12
1765,0043121-X,11/30/2023 3:54:05 PM,24
1766,0043121-X,11/30/2023 3:54:32 PM,12
1767,0043121-X,11/30/2023 3:55:24 PM,12
1768,0043121-X,11/30/2023 3:55:32 PM,24
1769,0043121-X,11/30/2023 3:59:25 PM,36
1770,0043121-X,11/30/2023 3:59:31 PM,12
1771,0043121-X,11/30/2023 4:00:04 PM,12
1772,0043121-X,11/30/2023 4:00:07 PM,12
1773,0043121-X,11/30/2023 4:11:16 PM,24
1774,0043121-X,11/30/2023 4:12:01 PM,12
1775,0043121-X,11/30/2023 4:12:15 PM,12
1776,0043121-X,11/30/2023 4:12:16 PM,24
1777,0043121-X,11/30/2023 4:12:25 PM,12
1778,0043121-X,11/30/2023 4:12:43 PM,24
1779,0043121-X,11/30/2023 4:12:49 PM,48
1780,0043121-X,11/30/2023 4:17:11 PM,12
1781,0043121-X,11/30/2023 4:17:28 PM,12
1782,0043121-X,11/30/2023 4:18:45 PM,24
1783,0043121-X,11/30/2023 4:19:04 PM,72
1784,0043121-X,11/30/2023 4:20:37 PM,24
1785,0043121-X,11/30/2023 4:20:41 PM,24
1786,0043121-X,11/30/2023 4:22:58 PM,12
1787,0043121-X,11/30/2023 4:23:01 PM,12
1788,0043121-X,11/30/2023 4:23:13 PM,12
1789,0043121-X,11/30/2023 4:23:18 PM,12
1790,0043121-X,11/30/2023 4:23:24 PM,12
1791,0043121-X,11/30/2023 4:25:29 PM,12
1792,0043121-X,11/30/2023 4:25:32 PM,12
1793,0043121-X,11/30/2023 4:25:37 PM,12
1794,0043121-X,11/30/2023 4:26:47 PM,12
1795,0043121-X,11/30/2023 4:38:08 PM,12
1796,0043121-X,11/30/2023 4:41:15 PM,12
1797,0043121-X,11/30/2023 4:41:18 PM,36
1798,0043121-X,11/30/2023 4:41:53 PM,12
1799,0043121-X,11/30/2023 4:44:27 PM,24
1800,0043121-X,11/30/2023 4:45:42 PM,12
1801,0043121-X,11/30/2023 4:46:14 PM,12
1802,0043121-X,11/30/2023 4:47:19 PM,24
1803,0043121-X,11/30/2023 4:47:28 PM,12
1804,0043121-X,11/30/2023 4:47:55 PM,24
1805,0043121-X,11/30/2023 4:50:22 PM,12
1806,0043121-X,11/30/2023 4:51:33 PM,24
1807,0043121-X,11/30/2023 4:51:36 PM,12
1808,0043121-X,11/30/2023 4:51:43 PM,12
1809,0043121-X,11/30/2023 4:53:19 PM,24
1810,0043121-X,11/30/2023 4:53:23 PM,24
1811,0043121-X,11/30/2023 4:53:35 PM,36
1812,0043121-X,11/30/2023 4:55:08 PM,12
1813,0043121-X,11/30/2023 4:55:20 PM,12
1814,0043121-X,11/30/2023 4:55:38 PM,12
1815,0043121-X,11/30/2023 4:56:02 PM,24
1816,0043121-X,11/30/2023 5:03:38 PM,24
1817,0043121-X,11/30/2023 5:05:51 PM,12
1818,0043121-X,11/30/2023 5:06:04 PM,24
1819,0043121-X,11/30/2023 5:07:28 PM,12
1820,0043121-X,11/30/2023 5:07:37 PM,12
1821,0043121-X,11/30/2023 5:07:41 PM,24
1822,0043121-X,11/30/2023 5:07:44 PM,12
1823,0043121-X,11/30/2023 5:07:51 PM,12
1824,0043121-X,11/30/2023 5:08:23 PM,12
1825,0043121-X,11/30/2023 5:09:33 PM,60
1826,0043121-X,11/30/2023 5:10:07 PM,12
1827,0043121-X,11/30/2023 5:10:56 PM,12
1828,0043121-X,11/30/2023 5:15:10 PM,12
1829,0043121-X,11/30/2023 5:29:10 PM,12
1830,0043121-X,11/30/2023 5:29:20 PM,12
1831,0043121-X,11/30/2023 5:40:08 PM,24
1832,0043121-X,11/30/2023 5:41:16 PM,12
1833,0043121-X,11/30/2023 5:41:54 PM,24
1834,0043121-X,11/30/2023 5:42:06 PM,12
1835,0043121-X,11/30/2023 5:42:25 PM,12
1836,0043121-X,11/30/2023 5:42:28 PM,12
1837,0043121-X,11/30/2023 5:42:32 PM,12
1838,0043121-X,11/30/2023 5:42:55 PM,12
1839,0043121-X,11/30/2023 5:44:35 PM,24
1840,0043121-X,11/30/2023 5:44:52 PM,12
1841,0043121-X,11/30/2023 5:50:30 PM,12
1842,0043121-X,11/30/2023 5:52:44 PM,12
1843,0043121-X,11/30/2023 5:53:29 PM,12
1844,0043121-X,11/30/2023 5:55:29 PM,12
1845,0043121-X,11/30/2023 5:56:36 PM,12
1846,0043121-X,11/30/2023 5:59:14 PM,12
1847,0043121-X,11/30/2023 5:59:50 PM,24
1848,0043121-X,11/30/2023 5:59:54 PM,12
1849,0043121-X,11/30/2023 6:02:40 PM,12
1850,0043121-X,11/30/2023 6:05:15 PM,12
1851,0043121-X,11/30/2023 6:05:18 PM,12
1852,0043121-X,11/30/2023 6:06:21 PM,12
1853,0043121-X,11/30/2023 6:08:28 PM,12
1854,0043121-X,11/30/2023 6:08:31 PM,24
1855,0043121-X,11/30/2023 6:12:26 PM,24
1856,0043121-X,11/30/2023 6:12:47 PM,12
1857,0043121-X,11/30/2023 6:17:07 PM,12
1858,0043121-X,11/30/2023 6:21:47 PM,12
1859,0043121-X,11/30/2023 6:23:34 PM,12
1860,0043121-X,11/30/2023 6:23:41 PM,24
1861,0043121-X,11/30/2023 6:24:18 PM,12
1862,0043121-X,11/30/2023 6:24:29 PM,12
1863,0043121-X,11/30/2023 6:29:28 PM,12
1864,0043121-X,11/30/2023 6:29:41 PM,24
1865,0043121-X,11/30/2023 6:34:09 PM,12
1866,0043121-X,11/30/2023 6:34:39 PM,12
1867,0043121-X,11/30/2023 6:35:23 PM,12
1868,0043121-X,11/30/2023 6:35:25 PM,12
1869,0043121-X,11/30/2023 6:37:51 PM,12
1870,0043121-X,11/30/2023 6:40:34 PM,12
1871,0043121-X,11/30/2023 6:40:37 PM,12
1872,0043121-X,11/30/2023 6:49:32 PM,12
1873,0043121-X,11/30/2023 6:51:48 PM,12
1874,0043121-X,11/30/2023 6:52:08 PM,12
1875,0043121-X,11/30/2023 6:52:11 PM,24
1876,0043121-X,11/30/2023 6:52:20 PM,12
1877,0043121-X,11/30/2023 6:53:19 PM,12
1878,0043121-X,11/30/2023 6:53:20 PM,12
1879,0043121-X,11/30/2023 6:56:31 PM,12
1880,0043121-X,11/30/2023 6:56:34 PM,12
1881,0043121-X,11/30/2023 6:57:17 PM,12
1882,0043121-X,11/30/2023 6:57:33 PM,24
1883,0043121-X,11/30/2023 7:01:14 PM,12
1884,0043121-X,11/30/2023 7:08:27 PM,12
1885,0043121-X,11/30/2023 7:08:30 PM,12
1886,0043121-X,11/30/2023 7:08:34 PM,12
1887,0043121-X,11/30/2023 7:09:20 PM,12
1888,0043121-X,11/30/2023 7:09:59 PM,12
1889,0043121-X,11/30/2023 7:10:05 PM,12
1890,0043121-X,11/30/2023 7:17:11 PM,24
1891,0043121-X,11/30/2023 7:17:55 PM,12
1892,0043121-X,11/30/2023 7:19:20 PM,12
1893,0043121-X,11/30/2023 7:23:43 PM,12
1894,0043121-X,11/30/2023 7:24:48 PM,24
1895,0043121-X,11/30/2023 7:25:30 PM,12
1896,0043121-X,11/30/2023 7:31:58 PM,12
1897,0043121-X,11/30/2023 7:33:13 PM,12
1898,0043121-X,11/30/2023 7:33:36 PM,48
1899,0043121-X,11/30/2023 7:35:15 PM,12
1900,0043121-X,11/30/2023 7:36:13 PM,12
1901,0043121-X,11/30/2023 7:36:45 PM,24
1902,0043121-X,11/30/2023 7:37:35 PM,12
1903,0043121-X,11/30/2023 7:39:32 PM,12
1904,0043121-X,11/30/2023 7:51:44 PM,24
1905,0043121-X,11/30/2023 7:52:00 PM,12
1906,0043121-X,11/30/2023 7:53:24 PM,12
1907,0043121-X,11/30/2023 7:53:25 PM,12
1908,0043121-X,11/30/2023 7:53:29 PM,12
1909,0043121-X,11/30/2023 7:55:51 PM,12
1910,0043121-X,11/30/2023 7:56:53 PM,12
1911,0043121-X,11/30/2023 7:59:36 PM,12
1912,0043121-X,11/30/2023 8:00:19 PM,24
1913,0043121-X,11/30/2023 8:00:37 PM,24
1914,0043121-X,11/30/2023 8:02:06 PM,12
1915,0043121-X,11/30/2023 8:09:33 PM,24
1916,0043121-X,12/1/2023 11:18:13 AM,24
1917,0043121-X,12/1/2023 11:22:13 AM,24
1918,0043121-X,12/1/2023 11:22:14 AM,12
1919,0043121-X,12/1/2023 11:26:13 AM,12
1920,0043121-X,12/1/2023 11:26:34 AM,12
1921,0043121-X,12/1/2023 11:29:22 AM,12
1922,0043121-X,12/1/2023 11:30:08 AM,12
1923,0043121-X,12/1/2023 11:41:07 AM,12
1924,0043121-X,12/1/2023 11:47:25 AM,12
1925,0043121-X,12/1/2023 11:48:20 AM,12
1926,0043121-X,12/1/2023 11:52:04 AM,12
1927,0043121-X,12/1/2023 12:02:36 PM,12
1928,0043121-X,12/1/2023 12:02:36 PM,12
1929,0043121-X,12/1/2023 12:07:20 PM,24
1930,0043121-X,12/1/2023 12:07:43 PM,12
1931,0043121-X,12/1/2023 12:08:35 PM,12
1932,0043121-X,12/1/2023 12:11:22 PM,12
1933,0043121-X,12/1/2023 12:47:20 PM,12
1934,0043121-X,12/1/2023 12:47:26 PM,12
1935,0043121-X,12/1/2023 12:52:09 PM,24
1936,0043121-X,12/1/2023 1:00:19 PM,12
1937,0043121-X,12/1/2023 1:14:38 PM,24
1938,0043121-X,12/1/2023 1:14:44 PM,12
1939,0043121-X,12/1/2023 1:32:00 PM,12
1940,0043121-X,12/1/2023 1:39:57 PM,12
1941,0043121-X,12/1/2023 1:43:11 PM,12
1942,0043121-X,12/1/2023 1:43:20 PM,12
1943,0043121-X,12/1/2023 1:48:03 PM,12
1944,0043121-X,12/1/2023 1:48:08 PM,24
1945,0043121-X,12/1/2023 1:50:08 PM,12
1946,0043121-X,12/1/2023 1:52:59 PM,12
1947,0043121-X,12/1/2023 1:57:49 PM,12
1948,0043121-X,12/1/2023 2:02:33 PM,12
1949,0043121-X,12/1/2023 2:07:09 PM,24
1950,0043121-X,12/1/2023 2:39:00 PM,12
1951,0043121-X,12/1/2023 2:40:07 PM,24
1952,0043121-X,12/1/2023 2:43:01 PM,12
1953,0043121-X,12/1/2023 2:43:06 PM,24
1954,0043121-X,12/1/2023 2:47:22 PM,12
1955,0043121-X,12/1/2023 2:48:58 PM,12
1956,0043121-X,12/1/2023 2:49:13 PM,12
1957,0043121-X,12/1/2023 2:53:31 PM,12
1958,0043121-X,12/1/2023 2:55:55 PM,12
1959,0043121-X,12/1/2023 2:58:32 PM,12
1960,0043121-X,12/1/2023 3:08:42 PM,12
1961,0043121-X,12/1/2023 3:25:41 PM,24
1962,0043121-X,12/1/2023 3:30:10 PM,12
1963,0043121-X,12/1/2023 3:46:52 PM,12
1964,0043121-X,12/1/2023 3:58:20 PM,12
1965,0043121-X,12/1/2023 3:59:05 PM,12
1966,0043121-X,12/1/2023 4:04:57 PM,12
1967,0043121-X,12/1/2023 4:07:18 PM,12
1968,0043121-X,12/1/2023 4:07:21 PM,12
1969,0043121-X,12/1/2023 4:10:00 PM,12
1970,0043121-X,12/1/2023 4:31:25 PM,24
1971,0043121-X,12/1/2023 4:32:49 PM,12
1972,0043121-X,12/1/2023 4:36:29 PM,12
1973,0043121-X,12/1/2023 4:37:05 PM,12
1974,0043121-X,12/1/2023 4:39:18 PM,12
1975,0043121-X,12/1/2023 4:44:54 PM,36
1976,0043121-X,12/1/2023 4:50:18 PM,12
1977,0043121-X,12/1/2023 4:50:20 PM,12
1978,0043121-X,12/1/2023 4:55:37 PM,12
1979,0043121-X,12/1/2023 4:59:30 PM,24
1980,0043121-X,12/1/2023 5:01:09 PM,12
1981,0043121-X,12/1/2023 5:10:26 PM,12
1982,0043121-X,12/1/2023 5:11:02 PM,12
1983,0043121-X,12/1/2023 5:50:45 PM,12
1984,0043121-X,12/1/2023 5:55:50 PM,12
1985,0043121-X,12/1/2023 5:56:50 PM,36
1986,0043121-X,12/1/2023 5:58:12 PM,12
1987,0043121-X,12/1/2023 6:03:31 PM,12
1988,0043121-X,12/1/2023 6:03:33 PM,12
1989,0043121-X,12/1/2023 6:03:37 PM,24
1990,0043121-X,12/1/2023 6:03:38 PM,24
1991,0043121-X,12/1/2023 6:05:28 PM,12
1992,0043121-X,12/1/2023 6:06:08 PM,12
1993,0043121-X,12/1/2023 6:06:24 PM,12
1994,0043121-X,12/1/2023 6:09:21 PM,12
1995,0043121-X,12/1/2023 6:09:23 PM,36
1996,0043121-X,12/1/2023 6:09:30 PM,12
1997,0043121-X,12/1/2023 6:12:15 PM,12
1998,0043121-X,12/1/2023 6:19:07 PM,12
1999,0043121-X,12/1/2023 6:19:17 PM,12
2000,0043121-X,12/1/2023 6:24:36 PM,12
2001,0043121-X,12/1/2023 6:25:13 PM,12
2002,0043121-X,12/1/2023 6:27:49 PM,24
2003,0043121-X,12/1/2023 6:33:35 PM,12
2004,0043121-X,12/1/2023 6:34:12 PM,12
2005,0043121-X,12/1/2023 6:39:10 PM,12
2006,0043121-X,12/1/2023 6:39:14 PM,12
2007,0043121-X,12/1/2023 6:43:09 PM,12
2008,0043121-X,12/1/2023 7:20:48 PM,12
2009,0043121-X,12/1/2023 7:34:24 PM,12
2010,0043121-X,12/1/2023 7:35:51 PM,24
2011,0043121-X,12/1/2023 7:42:49 PM,12
2012,0043121-X,12/1/2023 7:49:16 PM,12
2013,0043121-X,12/1/2023 7:53:52 PM,12
2014,0043121-X,12/1/2023 7:54:56 PM,12
2015,0043121-X,12/1/2023 7:56:20 PM,36
2016,0043121-X,12/1/2023 7:58:29 PM,12
2017,0043121-X,12/1/2023 7:59:48 PM,24
2018,0043121-X,12/1/2023 8:02:06 PM,36
2019,0043121-X,12/1/2023 8:02:57 PM,12
2020,0043121-X,12/1/2023 8:03:03 PM,24
2021,0043121-X,12/1/2023 8:04:22 PM,24
2022,0043121-X,12/1/2023 8:06:58 PM,48
2023,0043121-X,12/1/2023 8:07:01 PM,12
2024,0043121-X,12/1/2023 8:07:26 PM,12
2025,0043121-X,12/1/2023 8:07:31 PM,12
2026,0043121-X,12/1/2023 8:08:36 PM,48
2027,0043121-X,12/1/2023 8:09:30 PM,12
2028,0043121-X,12/1/2023 8:10:22 PM,60
2029,0043121-X,12/1/2023 8:10:50 PM,24
2030,0043121-X,12/2/2023 11:09:26 AM,12
2031,0043121-X,12/2/2023 11:09:34 AM,12
2032,0043121-X,12/2/2023 11:11:42 AM,12
2033,0043121-X,12/2/2023 11:14:12 AM,12
2034,0043121-X,12/2/2023 11:20:22 AM,12
2035,0043121-X,12/2/2023 11:24:00 AM,12
2036,0043121-X,12/2/2023 11:44:09 AM,12
2037,0043121-X,12/2/2023 11:44:24 AM,12
2038,0043121-X,12/2/2023 11:47:33 AM,12
2039,0043121-X,12/2/2023 11:47:46 AM,12
2040,0043121-X,12/2/2023 11:50:55 AM,24
2041,0043121-X,12/2/2023 11:51:24 AM,12
2042,0043121-X,12/2/2023 11:55:01 AM,24
2043,0043121-X,12/2/2023 11:55:23 AM,12
2044,0043121-X,12/2/2023 11:56:47 AM,12
2045,0043121-X,12/2/2023 11:57:03 AM,24
2046,0043121-X,12/2/2023 12:02:43 PM,12
2047,0043121-X,12/2/2023 12:04:54 PM,12
2048,0043121-X,12/2/2023 12:09:01 PM,24
2049,0043121-X,12/2/2023 12:09:09 PM,12
2050,0043121-X,12/2/2023 12:09:58 PM,24
2051,0043121-X,12/2/2023 12:10:15 PM,12
2052,0043121-X,12/2/2023 12:10:18 PM,12
2053,0043121-X,12/2/2023 12:10:20 PM,12
2054,0043121-X,12/2/2023 12:10:23 PM,12
2055,0043121-X,12/2/2023 12:10:26 PM,12
2056,0043121-X,12/2/2023 12:10:33 PM,24
2057,0043121-X,12/2/2023 12:10:54 PM,12
2058,0043121-X,12/2/2023 12:13:07 PM,12
2059,0043121-X,12/2/2023 12:13:14 PM,12
2060,0043121-X,12/2/2023 12:14:34 PM,12
2061,0043121-X,12/2/2023 12:14:36 PM,24
2062,0043121-X,12/2/2023 12:18:20 PM,12
2063,0043121-X,12/2/2023 12:19:24 PM,24
2064,0043121-X,12/2/2023 12:21:00 PM,12
2065,0043121-X,12/2/2023 12:21:14 PM,12
2066,0043121-X,12/2/2023 12:24:26 PM,12
2067,0043121-X,12/2/2023 12:29:07 PM,12
2068,0043121-X,12/2/2023 12:37:19 PM,12
2069,0043121-X,12/2/2023 12:38:46 PM,12
2070,0043121-X,12/2/2023 12:38:50 PM,12
2071,0043121-X,12/2/2023 12:40:45 PM,12
2072,0043121-X,12/2/2023 12:41:45 PM,12
2073,0043121-X,12/2/2023 12:46:21 PM,12
2074,0043121-X,12/2/2023 12:46:23 PM,12
2075,0043121-X,12/2/2023 12:46:26 PM,12
2076,0043121-X,12/2/2023 12:46:29 PM,12
2077,0043121-X,12/2/2023 12:46:54 PM,12
2078,0043121-X,12/2/2023 12:46:56 PM,24
2079,0043121-X,12/2/2023 12:46:59 PM,24
2080,0043121-X,12/2/2023 12:47:35 PM,24
2081,0043121-X,12/2/2023 12:51:21 PM,12
2082,0043121-X,12/2/2023 12:53:15 PM,12
2083,0043121-X,12/2/2023 12:53:20 PM,24
2084,0043121-X,12/2/2023 12:53:21 PM,12
2085,0043121-X,12/2/2023 12:53:48 PM,12
2086,0043121-X,12/2/2023 12:58:01 PM,12
2087,0043121-X,12/2/2023 12:58:16 PM,12
2088,0043121-X,12/2/2023 12:58:40 PM,12
2089,0043121-X,12/2/2023 12:59:25 PM,12
2090,0043121-X,12/2/2023 12:59:57 PM,24
2091,0043121-X,12/2/2023 1:00:13 PM,12
2092,0043121-X,12/2/2023 1:01:07 PM,12
2093,0043121-X,12/2/2023 1:01:51 PM,24
2094,0043121-X,12/2/2023 1:04:06 PM,12
2095,0043121-X,12/2/2023 1:04:07 PM,12
2096,0043121-X,12/2/2023 1:05:29 PM,12
2097,0043121-X,12/2/2023 1:06:10 PM,12
2098,0043121-X,12/2/2023 1:07:40 PM,24
2099,0043121-X,12/2/2023 1:10:24 PM,12
2100,0043121-X,12/2/2023 1:11:06 PM,12
2101,0043121-X,12/2/2023 1:11:47 PM,24
2102,0043121-X,12/2/2023 1:13:40 PM,24
2103,0043121-X,12/2/2023 1:14:04 PM,12
2104,0043121-X,12/2/2023 1:19:31 PM,12
2105,0043121-X,12/2/2023 1:20:20 PM,12
2106,0043121-X,12/2/2023 1:27:09 PM,12
2107,0043121-X,12/2/2023 1:27:14 PM,24
2108,0043121-X,12/2/2023 1:28:01 PM,12
2109,0043121-X,12/2/2023 1:30:09 PM,24
2110,0043121-X,12/2/2023 1:32:38 PM,12
2111,0043121-X,12/2/2023 1:33:01 PM,12
2112,0043121-X,12/2/2023 1:33:04 PM,12
2113,0043121-X,12/2/2023 1:35:20 PM,12
2114,0043121-X,12/2/2023 1:35:54 PM,12
2115,0043121-X,12/2/2023 1:35:55 PM,24
2116,0043121-X,12/2/2023 1:36:56 PM,12
2117,0043121-X,12/2/2023 1:39:44 PM,12
2118,0043121-X,12/2/2023 1:40:57 PM,12
2119,0043121-X,12/2/2023 1:40:59 PM,12
2120,0043121-X,12/2/2023 1:41:49 PM,24
2121,0043121-X,12/2/2023 1:41:52 PM,12
2122,0043121-X,12/2/2023 1:41:55 PM,12
2123,0043121-X,12/2/2023 1:42:27 PM,12
2124,0043121-X,12/2/2023 1:42:34 PM,24
2125,0043121-X,12/2/2023 1:45:46 PM,12
2126,0043121-X,12/2/2023 1:48:05 PM,36
2127,0043121-X,12/2/2023 1:48:36 PM,12
2128,0043121-X,12/2/2023 1:49:22 PM,24
2129,0043121-X,12/2/2023 1:49:39 PM,12
2130,0043121-X,12/2/2023 1:54:38 PM,48
2131,0043121-X,12/2/2023 1:54:50 PM,12
2132,0043121-X,12/2/2023 1:58:41 PM,12
2133,0043121-X,12/2/2023 1:59:36 PM,12
2134,0043121-X,12/2/2023 1:59:38 PM,12
2135,0043121-X,12/2/2023 2:33:09 PM,12
2136,0043121-X,12/2/2023 2:33:10 PM,12
2137,0043121-X,12/2/2023 2:33:11 PM,12
2138,0043121-X,12/2/2023 2:33:41 PM,12
2139,0043121-X,12/2/2023 2:34:42 PM,12
2140,0043121-X,12/2/2023 2:34:44 PM,12
2141,0043121-X,12/2/2023 2:35:36 PM,12
2142,0043121-X,12/2/2023 2:36:18 PM,12
2143,0043121-X,12/2/2023 2:37:55 PM,12
2144,0043121-X,12/2/2023 2:38:53 PM,24
2145,0043121-X,12/2/2023 2:39:35 PM,12
2146,0043121-X,12/2/2023 2:42:31 PM,12
2147,0043121-X,12/2/2023 2:43:30 PM,12
2148,0043121-X,12/2/2023 2:45:06 PM,12
2149,0043121-X,12/2/2023 2:46:33 PM,12
2150,0043121-X,12/2/2023 2:48:52 PM,12
2151,0043121-X,12/2/2023 2:49:43 PM,12
2152,0043121-X,12/2/2023 2:52:22 PM,12
2153,0043121-X,12/2/2023 2:53:51 PM,12
2154,0043121-X,12/2/2023 2:58:00 PM,12
2155,0043121-X,12/2/2023 3:09:52 PM,35
2156,0043121-X,12/2/2023 3:10:43 PM,1
2157,0043121-X,12/2/2023 3:12:01 PM,12
2158,0043121-X,12/2/2023 3:13:52 PM,12
2159,0043121-X,12/2/2023 3:14:38 PM,24
2160,0043121-X,12/2/2023 3:21:11 PM,12
2161,0043121-X,12/2/2023 3:23:36 PM,12
2162,0043121-X,12/2/2023 3:24:52 PM,12
2163,0043121-X,12/2/2023 3:25:04 PM,12
2164,0043121-X,12/2/2023 3:29:36 PM,12
2165,0043121-X,12/2/2023 3:37:43 PM,12
2166,0043121-X,12/2/2023 3:43:01 PM,24
2167,0043121-X,12/2/2023 3:44:09 PM,12
2168,0043121-X,12/2/2023 3:52:33 PM,12
2169,0043121-X,12/2/2023 4:01:03 PM,12
2170,0043121-X,12/2/2023 4:11:24 PM,12
2171,0043121-X,12/2/2023 4:17:15 PM,12
2172,0043121-X,12/2/2023 4:17:34 PM,24
2173,0043121-X,12/2/2023 4:18:12 PM,12
2174,0043121-X,12/2/2023 4:18:37 PM,24
2175,0043121-X,12/2/2023 4:21:29 PM,12
2176,0043121-X,12/2/2023 4:24:30 PM,24
2177,0043121-X,12/2/2023 4:25:48 PM,12
2178,0043121-X,12/2/2023 4:26:01 PM,12
2179,0043121-X,12/2/2023 4:27:19 PM,12
2180,0043121-X,12/2/2023 4:27:28 PM,36
2181,0043121-X,12/2/2023 4:32:02 PM,36
2182,0043121-X,12/2/2023 4:32:29 PM,12
2183,0043121-X,12/2/2023 4:34:29 PM,12
2184,0043121-X,12/2/2023 4:37:32 PM,12
2185,0043121-X,12/2/2023 4:39:26 PM,60
2186,0043121-X,12/2/2023 4:41:51 PM,24
2187,0043121-X,12/2/2023 4:42:34 PM,12
2188,0043121-X,12/2/2023 4:46:09 PM,12
2189,0043121-X,12/2/2023 4:46:52 PM,12
2190,0043121-X,12/2/2023 4:46:54 PM,12
2191,0043121-X,12/2/2023 5:04:26 PM,12
2192,0043121-X,12/2/2023 5:04:32 PM,12
2193,0043121-X,12/2/2023 5:04:37 PM,24
2194,0043121-X,12/2/2023 5:06:04 PM,12
2195,0043121-X,12/2/2023 5:07:04 PM,12
2196,0043121-X,12/2/2023 5:11:07 PM,24
2197,0043121-X,12/2/2023 5:39:20 PM,24
2198,0043121-X,12/2/2023 5:39:25 PM,36
2199,0043121-X,12/2/2023 5:39:32 PM,12
2200,0043121-X,12/2/2023 5:39:39 PM,12
2201,0043121-X,12/2/2023 5:39:48 PM,12
2202,0043121-X,12/2/2023 5:44:13 PM,12
2203,0043121-X,12/2/2023 5:45:28 PM,24
2204,0043121-X,12/2/2023 5:48:07 PM,12
2205,0043121-X,12/2/2023 5:53:55 PM,24
2206,0043121-X,12/2/2023 5:54:00 PM,12
2207,0043121-X,12/2/2023 5:54:56 PM,12
2208,0043121-X,12/2/2023 5:57:14 PM,12
2209,0043121-X,12/2/2023 5:57:49 PM,12
2210,0043121-X,12/2/2023 5:58:05 PM,12
2211,0043121-X,12/2/2023 5:58:32 PM,24
2212,0043121-X,12/2/2023 5:59:26 PM,24
2213,0043121-X,12/2/2023 6:12:36 PM,12
2214,0043121-X,12/2/2023 6:14:27 PM,12
2215,0043121-X,12/2/2023 6:16:10 PM,12
2216,0043121-X,12/2/2023 6:30:53 PM,12
2217,0043121-X,12/2/2023 6:38:41 PM,12
2218,0043121-X,12/2/2023 6:53:15 PM,24
2219,0043121-X,12/2/2023 6:54:05 PM,12
2220,0043121-X,12/2/2023 6:54:39 PM,12
2221,0043121-X,12/2/2023 6:57:59 PM,12
2222,0043121-X,12/2/2023 6:59:41 PM,12
2223,0043121-X,12/2/2023 7:04:16 PM,12
2224,0043121-X,12/2/2023 7:04:42 PM,12
2225,0043121-X,12/2/2023 7:08:40 PM,24
2226,0043121-X,12/2/2023 7:13:13 PM,36
2227,0043121-X,12/2/2023 7:15:17 PM,24
2228,0043121-X,12/2/2023 7:15:40 PM,24
2229,0043121-X,12/2/2023 7:23:09 PM,12
2230,0043121-X,12/4/2023 11:17:37 AM,12
2231,0043121-X,12/4/2023 11:21:49 AM,12
2232,0043121-X,12/4/2023 11:25:56 AM,12
2233,0043121-X,12/4/2023 11:28:45 AM,24
2234,0043121-X,12/4/2023 11:28:53 AM,12
2235,0043121-X,12/4/2023 11:30:07 AM,12
2236,0043121-X,12/4/2023 11:32:31 AM,24
2237,0043121-X,12/4/2023 11:34:24 AM,12
2238,0043121-X,12/4/2023 11:35:28 AM,12
2239,0043121-X,12/4/2023 11:38:34 AM,12
2240,0043121-X,12/4/2023 11:39:53 AM,12
2241,0043121-X,12/4/2023 11:41:48 AM,12
2242,0043121-X,12/4/2023 11:45:31 AM,12
2243,0043121-X,12/4/2023 11:47:32 AM,12
2244,0043121-X,12/4/2023 11:50:01 AM,12
2245,0043121-X,12/4/2023 11:52:31 AM,12
2246,0043121-X,12/4/2023 11:52:37 AM,12
2247,0043121-X,12/4/2023 11:54:35 AM,12
2248,0043121-X,12/4/2023 11:56:54 AM,12
2249,0043121-X,12/4/2023 11:59:48 AM,12
2250,0043121-X,12/4/2023 11:59:51 AM,24
2251,0043121-X,12/4/2023 12:00:27 PM,12
2252,0043121-X,12/4/2023 12:01:35 PM,12
2253,0043121-X,12/4/2023 12:06:38 PM,12
2254,0043121-X,12/4/2023 12:06:40 PM,12
2255,0043121-X,12/4/2023 12:08:02 PM,12
2256,0043121-X,12/4/2023 12:08:04 PM,12
2257,0043121-X,12/4/2023 12:08:04 PM,12
2258,0043121-X,12/4/2023 12:14:13 PM,12
2259,0043121-X,12/4/2023 12:16:09 PM,24
2260,0043121-X,12/4/2023 12:17:01 PM,12
2261,0043121-X,12/4/2023 12:17:17 PM,12
2262,0043121-X,12/4/2023 12:23:47 PM,12
2263,0043121-X,12/4/2023 12:23:49 PM,12
2264,0043121-X,12/4/2023 12:23:51 PM,12
2265,0043121-X,12/4/2023 12:30:02 PM,12
2266,0043121-X,12/4/2023 12:30:09 PM,12
2267,0043121-X,12/4/2023 12:31:28 PM,12
2268,0043121-X,12/4/2023 12:31:37 PM,24
2269,0043121-X,12/4/2023 12:33:51 PM,12
2270,0043121-X,12/4/2023 12:35:27 PM,12
2271,0043121-X,12/4/2023 12:35:49 PM,12
2272,0043121-X,12/4/2023 12:35:51 PM,24
2273,0043121-X,12/4/2023 12:50:38 PM,12
2274,0043121-X,12/4/2023 12:56:07 PM,24
2275,0043121-X,12/4/2023 12:56:30 PM,12
2276,0043121-X,12/4/2023 1:00:07 PM,12
2277,0043121-X,12/4/2023 1:02:16 PM,36
2278,0043121-X,12/4/2023 1:07:57 PM,12
2279,0043121-X,12/4/2023 1:08:09 PM,24
