date,sales_diff
2023-10-16 01:45:12,0.0
2023-10-16 01:49:01,0.0
2023-10-16 01:52:13,0.0
2023-10-16 02:39:07,0.0
2023-10-16 08:18:15,0.0
2023-10-16 09:40:38,0.0
2023-10-16 10:39:55,0.0
2023-10-16 11:18:01,0.0
2023-10-16 11:22:22,0.0
2023-10-16 11:39:03,0.0
2023-10-17 01:02:33,100.0
2023-10-17 01:15:59,-100.0
2023-10-17 01:19:23,0.0
2023-10-17 01:21:56,0.0
2023-10-17 01:23:15,0.0
2023-10-17 01:28:05,100.0
2023-10-17 01:30:55,-100.0
2023-10-17 01:33:00,0.0
2023-10-17 01:34:40,0.0
2023-10-17 01:44:00,200.0
2023-10-17 01:47:02,-200.0
2023-10-17 07:10:07,0.0
2023-10-17 07:36:52,0.0
2023-10-17 07:40:56,-84.0
2023-10-17 07:43:03,84.0
2023-10-17 07:45:38,-88.0
2023-10-17 07:47:01,88.0
2023-10-17 07:52:23,-84.0
2023-10-17 08:03:10,84.0
2023-10-17 08:13:45,0.0
2023-10-17 08:15:04,0.0
2023-10-17 08:23:24,0.0
2023-10-17 08:26:15,100.0
2023-10-17 08:30:04,-100.0
2023-10-17 08:35:24,0.0
2023-10-17 08:50:38,0.0
2023-10-17 08:52:15,0.0
2023-10-17 09:41:48,0.0
2023-10-17 10:15:17,0.0
2023-10-17 10:19:42,0.0
2023-10-17 10:34:29,0.0
2023-10-17 10:42:55,0.0
2023-10-17 10:48:35,0.0
2023-10-17 10:53:05,0.0
2023-10-17 10:57:53,100.0
2023-10-17 11:23:11,-100.0
2023-10-17 11:25:40,0.0
2023-10-17 12:06:02,0.0
2023-10-17 12:26:12,0.0
2023-10-17 12:49:27,0.0
2023-10-17 12:52:23,0.0
2023-10-17 12:56:58,0.0
2023-10-17 12:59:35,200.0
2023-10-18 07:10:24,-200.0
2023-10-18 07:25:05,100.0
2023-10-18 07:33:33,-100.0
2023-10-18 08:38:48,0.0
2023-10-18 09:29:25,0.0
2023-10-18 09:45:45,0.0
2023-10-18 10:19:13,0.0
2023-10-18 11:03:44,0.0
2023-10-18 11:34:37,0.0
2023-10-18 11:52:00,0.0
2023-10-18 12:40:59,0.0
2023-10-18 12:51:32,0.0
2023-10-18 12:56:36,-65.0
2023-10-19 01:51:05,65.0
2023-10-19 01:54:38,100.0
2023-10-19 01:58:35,-100.0
2023-10-19 02:01:07,100.0
2023-10-19 02:01:45,-100.0
2023-10-19 02:06:42,-28.0
2023-10-19 02:20:42,28.0
2023-10-19 02:22:19,0.0
2023-10-19 02:29:36,0.0
2023-10-19 02:32:51,0.0
2023-10-19 02:58:23,0.0
2023-10-19 03:01:55,-20.0
2023-10-19 06:59:12,20.0
2023-10-19 07:03:37,0.0
2023-10-19 07:08:51,0.0
2023-10-19 07:14:51,0.0
2023-10-19 07:20:38,0.0
2023-10-19 07:44:34,0.0
2023-10-19 07:48:46,0.0
2023-10-19 09:47:13,100.0
2023-10-19 10:20:14,-100.0
2023-10-19 10:59:22,0.0
2023-10-19 11:31:15,-45.0
2023-10-19 11:53:37,25.0
2023-10-19 12:28:32,20.0
2023-10-20 01:29:23,-85.0
2023-10-20 02:18:17,57.0
2023-10-20 02:23:43,128.0
2023-10-20 07:17:55,-100.0
2023-10-20 07:34:32,-28.0
2023-10-20 07:41:36,28.0
2023-10-20 07:51:12,-84.0
2023-10-20 08:24:32,56.0
2023-10-20 08:25:22,28.0
2023-10-20 08:25:34,0.0
2023-10-20 08:38:21,0.0
2023-10-20 08:50:09,200.0
2023-10-20 08:52:53,198.0
2023-10-20 10:22:09,-318.0
2023-10-20 10:45:16,-80.0
2023-10-20 10:53:32,0.0
2023-10-20 10:54:34,-70.0
2023-10-20 10:56:01,25.0
2023-10-20 12:19:09,-54.0
2023-10-21 09:35:01,111.0
2023-10-21 10:40:52,-12.0
2023-10-21 11:00:41,-65.0
2023-10-21 11:10:38,0.0
2023-10-21 11:27:12,20.0
2023-10-21 11:41:36,-45.0
2023-10-23 01:19:28,62.0
2023-10-23 01:19:35,28.0
2023-10-23 01:24:40,0.0
2023-10-23 01:41:00,0.0
2023-10-23 01:44:04,0.0
2023-10-23 01:51:10,0.0
2023-10-23 01:56:01,0.0
2023-10-23 01:57:55,0.0
2023-10-23 01:58:00,0.0
2023-10-23 01:59:48,0.0
2023-10-23 01:59:50,0.0
2023-10-23 02:05:28,0.0
2023-10-23 02:08:33,0.0
2023-10-23 02:08:40,0.0
2023-10-23 02:12:40,0.0
2023-10-23 02:13:10,0.0
2023-10-23 02:13:32,0.0
2023-10-23 02:20:29,100.0
2023-10-23 02:21:45,0.0
2023-10-23 02:28:21,-100.0
2023-10-23 02:29:29,0.0
2023-10-23 02:51:26,-98.0
2023-10-23 07:12:03,30.0
2023-10-23 07:13:07,268.0
2023-10-23 07:27:20,-200.0
2023-10-23 07:54:18,-12.0
2023-10-23 08:41:40,12.0
2023-10-23 09:50:30,0.0
2023-10-23 09:52:32,0.0
2023-10-23 10:22:18,0.0
2023-10-23 10:32:10,0.0
2023-10-23 10:35:16,0.0
2023-10-23 10:54:52,0.0
2023-10-23 11:02:36,0.0
2023-10-23 11:08:17,-52.0
2023-10-23 11:08:22,52.0
2023-10-23 11:20:39,0.0
2023-10-23 11:26:59,-87.0
2023-10-23 11:27:02,-9.0
2023-10-23 11:33:00,96.0
2023-10-23 11:45:00,0.0
2023-10-23 11:54:46,0.0
2023-10-23 11:58:18,0.0
2023-10-23 11:58:40,0.0
2023-10-23 11:58:55,0.0
2023-10-23 12:56:38,0.0
2023-10-24 01:12:25,0.0
2023-10-24 01:13:14,0.0
2023-10-24 01:16:20,0.0
2023-10-24 01:29:28,0.0
2023-10-24 01:32:02,0.0
2023-10-24 01:32:16,0.0
2023-10-24 01:32:27,-72.0
2023-10-24 01:35:53,72.0
2023-10-24 01:40:01,0.0
2023-10-24 01:42:20,-36.0
2023-10-24 01:56:55,-19.0
2023-10-24 01:57:38,10.0
2023-10-24 01:57:57,45.0
2023-10-24 01:59:30,0.0
2023-10-24 02:11:54,399.0
2023-10-24 02:11:56,-498.0
2023-10-24 02:19:58,99.0
2023-10-24 02:20:37,-53.0
2023-10-24 02:21:36,53.0
2023-10-24 02:32:14,0.0
2023-10-24 02:39:18,-64.0
2023-10-24 02:40:06,64.0
2023-10-24 02:44:03,-2.0
2023-10-24 02:49:02,2.0
2023-10-24 02:49:08,0.0
2023-10-24 02:49:59,0.0
2023-10-24 02:50:04,0.0
2023-10-24 02:53:12,0.0
2023-10-24 02:53:46,0.0
2023-10-24 03:01:00,0.0
2023-10-24 03:04:10,0.0
2023-10-24 03:04:48,0.0
2023-10-24 03:07:19,0.0
2023-10-24 03:07:36,0.0
2023-10-24 03:07:38,0.0
2023-10-24 03:07:43,0.0
2023-10-24 03:08:12,0.0
2023-10-24 03:16:03,-88.0
2023-10-24 07:31:13,23.0
2023-10-24 07:31:14,165.0
2023-10-24 07:32:51,-100.0
2023-10-24 07:50:45,0.0
2023-10-24 08:03:22,0.0
2023-10-24 08:17:09,0.0
2023-10-24 08:20:28,0.0
2023-10-24 08:57:27,0.0
2023-10-24 10:04:25,0.0
2023-10-24 10:12:16,0.0
2023-10-24 10:24:54,0.0
2023-10-24 10:43:30,0.0
2023-10-24 10:43:33,0.0
2023-10-24 10:45:33,0.0
2023-10-24 11:15:10,0.0
2023-10-24 11:47:21,0.0
2023-10-24 12:31:24,0.0
2023-10-24 12:41:23,-64.0
2023-10-24 12:54:29,64.0
2023-10-24 12:58:07,0.0
2023-10-24 12:59:38,0.0
2023-10-25 01:00:42,0.0
2023-10-25 01:04:33,0.0
2023-10-25 01:09:31,0.0
2023-10-25 01:12:00,0.0
2023-10-25 01:14:54,0.0
2023-10-25 01:16:58,0.0
2023-10-25 01:32:04,0.0
2023-10-25 01:39:48,0.0
2023-10-25 01:44:55,0.0
2023-10-25 01:46:41,0.0
2023-10-25 01:49:59,0.0
2023-10-25 01:55:05,0.0
2023-10-25 02:00:21,0.0
2023-10-25 02:02:18,0.0
2023-10-25 02:14:02,0.0
2023-10-25 02:31:57,0.0
2023-10-25 03:05:41,0.0
2023-10-25 07:13:59,-28.0
2023-10-25 07:14:02,-16.0
2023-10-25 07:14:09,16.0
2023-10-25 07:14:25,28.0
2023-10-25 07:20:59,0.0
2023-10-25 07:53:57,0.0
2023-10-25 08:00:18,0.0
2023-10-25 08:21:54,0.0
2023-10-25 08:32:19,0.0
2023-10-25 08:32:22,0.0
2023-10-25 09:04:57,0.0
2023-10-25 09:05:11,0.0
2023-10-25 09:49:41,0.0
2023-10-25 10:09:25,0.0
2023-10-25 10:17:23,0.0
2023-10-25 10:18:34,0.0
2023-10-25 10:27:10,0.0
2023-10-25 10:29:11,0.0
2023-10-25 10:49:58,0.0
2023-10-25 11:08:21,0.0
2023-10-25 11:24:43,0.0
2023-10-25 11:24:52,0.0
2023-10-25 11:26:56,0.0
2023-10-25 11:28:53,0.0
2023-10-25 11:30:48,0.0
2023-10-25 11:32:31,0.0
2023-10-25 11:32:44,0.0
2023-10-25 11:52:13,0.0
2023-10-25 12:40:45,0.0
2023-10-25 12:43:41,0.0
2023-10-25 12:49:27,0.0
2023-10-25 12:57:56,0.0
2023-10-26 01:29:36,0.0
2023-10-26 01:55:58,-81.0
2023-10-26 01:58:54,-3.0
2023-10-26 02:20:13,39.0
2023-10-26 02:20:18,9.0
2023-10-26 02:20:23,-44.0
2023-10-26 02:24:33,80.0
2023-10-26 02:48:03,-36.0
2023-10-26 02:48:59,36.0
2023-10-26 02:58:07,0.0
2023-10-26 07:30:01,0.0
2023-10-26 07:50:38,-55.0
2023-10-26 07:57:02,55.0
2023-10-26 07:57:54,0.0
2023-10-26 07:59:40,0.0
2023-10-26 08:05:31,0.0
2023-10-26 08:10:47,0.0
2023-10-26 08:22:39,0.0
2023-10-26 08:42:55,0.0
2023-10-26 09:36:00,0.0
2023-10-26 10:18:51,0.0
2023-10-26 10:22:50,0.0
2023-10-26 10:23:30,0.0
2023-10-26 10:29:35,0.0
2023-10-26 10:59:00,0.0
2023-10-26 11:19:12,0.0
2023-10-26 11:40:27,0.0
2023-10-26 11:40:35,0.0
2023-10-26 12:37:40,0.0
2023-10-26 12:45:48,0.0
2023-10-27 01:00:20,0.0
2023-10-27 01:11:51,0.0
2023-10-27 01:19:52,0.0
2023-10-27 01:21:17,0.0
2023-10-27 01:36:37,0.0
2023-10-27 07:22:45,0.0
2023-10-27 07:24:20,0.0
2023-10-27 07:30:44,0.0
2023-10-27 08:03:24,0.0
2023-10-27 08:08:10,0.0
2023-10-27 08:12:06,0.0
2023-10-27 08:25:34,0.0
2023-10-27 08:32:15,0.0
2023-10-27 08:35:40,0.0
2023-10-27 08:38:18,0.0
2023-10-27 08:43:58,0.0
2023-10-27 08:54:00,0.0
2023-10-27 09:11:15,0.0
2023-10-27 09:13:14,0.0
2023-10-27 09:15:16,0.0
2023-10-27 09:19:03,0.0
2023-10-27 09:41:50,0.0
2023-10-27 09:46:23,0.0
2023-10-27 09:51:08,0.0
2023-10-27 09:57:25,0.0
2023-10-27 10:01:03,0.0
2023-10-27 10:02:23,0.0
2023-10-27 10:03:47,0.0
2023-10-27 10:17:34,0.0
2023-10-27 10:28:56,0.0
2023-10-27 10:37:50,0.0
2023-10-27 10:42:35,0.0
2023-10-27 10:55:13,0.0
2023-10-27 11:05:14,0.0
2023-10-30 01:22:46,0.0
2023-10-30 02:12:01,0.0
2023-10-30 02:27:50,0.0
2023-10-30 10:29:20,0.0
2023-10-30 11:48:49,-80.0
2023-10-30 12:13:13,25.0
2023-10-31 01:01:38,55.0
2023-10-31 01:07:19,0.0
2023-10-31 01:07:43,0.0
2023-10-31 01:08:54,0.0
2023-10-31 01:10:10,0.0
2023-10-31 01:12:47,0.0
2023-10-31 01:21:26,0.0
2023-10-31 01:21:55,0.0
2023-10-31 01:24:33,0.0
2023-10-31 01:24:39,0.0
2023-10-31 01:37:30,0.0
2023-10-31 01:51:01,0.0
2023-10-31 01:53:12,0.0
2023-10-31 01:53:21,0.0
2023-10-31 01:54:10,0.0
2023-10-31 01:55:42,0.0
2023-10-31 02:07:57,0.0
2023-10-31 02:10:00,0.0
2023-10-31 02:36:31,0.0
2023-10-31 02:36:32,0.0
2023-10-31 02:40:31,0.0
2023-10-31 02:40:44,0.0
2023-10-31 02:41:20,0.0
2023-10-31 02:41:47,0.0
2023-10-31 02:41:50,0.0
2023-10-31 02:42:10,0.0
2023-10-31 02:46:38,0.0
2023-10-31 02:48:38,0.0
2023-10-31 02:50:25,0.0
2023-10-31 02:54:32,0.0
2023-10-31 07:36:50,0.0
2023-10-31 07:53:03,0.0
2023-10-31 08:12:04,0.0
2023-10-31 08:12:19,0.0
2023-10-31 08:25:26,0.0
2023-10-31 08:42:44,0.0
2023-10-31 08:45:49,0.0
2023-10-31 08:48:42,0.0
2023-10-31 10:14:25,0.0
2023-10-31 10:46:37,0.0
2023-10-31 10:49:17,0.0
2023-10-31 10:51:16,0.0
2023-10-31 10:57:42,0.0
2023-10-31 10:58:09,0.0
2023-10-31 11:01:15,0.0
2023-10-31 11:03:24,0.0
2023-10-31 11:10:38,0.0
2023-10-31 11:17:17,0.0
2023-10-31 11:24:16,0.0
2023-10-31 11:25:08,0.0
2023-10-31 11:29:34,0.0
2023-10-31 11:31:57,0.0
2023-10-31 11:39:02,0.0
2023-10-31 11:43:37,0.0
2023-10-31 12:03:35,0.0
2023-10-31 12:07:14,0.0
2023-10-31 12:07:17,0.0
2023-10-31 12:23:09,0.0
2023-10-31 12:42:34,0.0
2023-10-31 12:45:03,0.0
2023-11-01 02:10:04,-80.0
2023-11-01 02:48:53,80.0
2023-11-01 08:34:28,0.0
2023-11-01 08:36:53,0.0
2023-11-01 08:38:14,0.0
2023-11-01 08:46:01,0.0
2023-11-01 08:53:35,0.0
2023-11-01 08:55:40,0.0
2023-11-01 09:04:18,0.0
2023-11-01 09:34:11,0.0
2023-11-01 09:40:24,0.0
2023-11-01 09:40:36,0.0
2023-11-01 10:00:18,0.0
2023-11-01 10:29:10,0.0
2023-11-01 11:24:23,0.0
2023-11-01 11:49:07,0.0
2023-11-01 12:33:23,0.0
2023-11-02 02:39:49,-88.0
2023-11-02 11:14:34,8.0
2023-11-02 11:34:46,80.0
2023-11-03 03:24:18,0.0
2023-11-03 07:27:07,0.0
2023-11-06 09:12:48,0.0
2023-11-06 11:01:31,0.0
2023-11-07 09:31:46,0.0
2023-11-07 10:36:53,0.0
2023-11-08 01:46:33,0.0
2023-11-08 01:46:38,0.0
2023-11-08 01:47:36,0.0
2023-11-08 02:04:19,0.0
2023-11-08 02:14:24,0.0
2023-11-08 02:14:40,0.0
2023-11-08 02:15:32,0.0
2023-11-08 02:20:38,0.0
2023-11-08 02:26:41,0.0
2023-11-08 02:46:39,0.0
2023-11-08 03:49:07,0.0
2023-11-08 04:07:30,0.0
2023-11-08 08:36:09,0.0
2023-11-08 09:47:30,0.0
2023-11-08 10:00:05,0.0
2023-11-08 11:44:18,0.0
2023-11-08 12:11:23,0.0
2023-11-08 12:15:54,0.0
2023-11-08 12:27:10,0.0
2023-11-08 12:31:34,0.0
2023-11-08 12:35:37,0.0
2023-11-08 12:38:05,0.0
2023-11-08 12:41:11,0.0
2023-11-08 12:41:31,0.0
2023-11-08 12:47:01,0.0
2023-11-08 12:47:06,0.0
2023-11-09 08:21:28,0.0
2023-11-09 08:21:43,0.0
2023-11-09 08:26:44,0.0
2023-11-09 08:28:40,0.0
2023-11-09 08:45:53,0.0
2023-11-09 08:49:01,0.0
2023-11-09 09:00:44,0.0
2023-11-09 09:04:33,0.0
2023-11-09 09:29:04,0.0
2023-11-09 10:39:21,0.0
2023-11-09 11:20:18,0.0
2023-11-09 11:24:22,0.0
2023-11-09 11:25:45,0.0
2023-11-09 11:30:49,0.0
2023-11-09 11:37:36,0.0
2023-11-09 12:00:04,0.0
2023-11-09 12:07:26,0.0
2023-11-09 12:13:04,0.0
2023-11-09 12:19:03,0.0
2023-11-09 12:25:33,0.0
2023-11-09 12:25:41,0.0
2023-11-09 12:28:36,0.0
2023-11-09 12:38:38,0.0
2023-11-10 01:49:20,0.0
2023-11-10 12:53:35,0.0
2023-11-13 01:46:16,0.0
2023-11-14 03:20:47,0.0
2023-11-14 09:32:26,0.0
2023-11-14 09:38:29,0.0
2023-11-14 12:20:38,0.0
2023-11-15 01:48:37,0.0
2023-11-15 01:55:21,0.0
2023-11-15 03:13:38,0.0
2023-11-15 09:13:44,0.0
2023-11-15 11:04:59,0.0
2023-11-15 11:30:30,0.0
2023-11-15 11:46:58,0.0
2023-11-15 12:02:42,0.0
2023-11-15 12:14:42,0.0
2023-11-15 12:31:12,0.0
2023-11-16 01:42:24,0.0
2023-11-16 01:50:12,0.0
2023-11-16 02:06:18,0.0
2023-11-16 08:22:40,0.0
2023-11-16 09:00:41,0.0
2023-11-20 02:24:52,0.0
2023-11-20 02:29:16,0.0
2023-11-20 02:29:44,0.0
2023-11-20 02:54:56,0.0
2023-11-20 04:11:50,0.0
2023-11-21 01:15:38,0.0
2023-11-21 01:15:49,0.0
2023-11-21 01:17:27,0.0
2023-11-21 02:02:42,0.0
2023-11-21 02:18:03,0.0
2023-11-21 02:50:42,0.0
2023-11-21 02:50:55,0.0
2023-11-21 02:54:34,0.0
2023-11-21 03:00:13,0.0
2023-11-21 03:28:25,0.0
2023-11-21 11:37:26,0.0
2023-11-21 12:01:09,0.0
2023-11-21 12:07:32,0.0
2023-11-21 12:15:08,0.0
2023-11-21 12:43:29,0.0
2023-11-22 04:04:22,0.0
2023-11-22 07:23:34,0.0
2023-11-22 07:44:45,0.0
2023-11-22 08:05:08,0.0
2023-11-22 08:10:40,0.0
2023-11-22 08:16:08,0.0
2023-11-22 08:18:44,0.0
2023-11-22 10:59:58,0.0
2023-11-22 11:00:42,0.0
2023-11-24 02:03:06,0.0
2023-11-24 02:36:21,0.0
2023-11-24 08:48:05,0.0
2023-11-24 10:54:33,0.0
2023-11-24 11:01:15,0.0
2023-11-24 11:14:43,0.0
2023-11-24 11:16:46,0.0
2023-11-24 11:40:51,0.0
2023-11-24 11:46:24,0.0
2023-11-24 12:16:35,0.0
2023-11-24 12:37:33,0.0
2023-11-27 09:31:52,0.0
2023-11-27 12:54:20,0.0
2023-11-28 11:32:40,0.0
2023-11-28 12:20:26,0.0
2023-11-28 12:47:27,0.0
2023-11-29 09:16:26,0.0
2023-11-29 09:17:07,0.0
2023-11-30 08:53:11,0.0
2023-11-30 09:11:12,0.0
2023-11-30 09:13:07,0.0
2023-11-30 11:46:56,0.0
2023-12-01 02:05:10,0.0
2023-12-01 02:39:19,0.0
2023-12-02 11:14:40,0.0
2023-12-02 11:15:47,0.0
2023-12-04 03:18:22,0.0
2023-12-04 03:39:51,0.0
2023-12-04 03:39:53,0.0
2023-12-04 03:39:54,0.0
2023-12-04 03:39:59,0.0
2023-12-05 07:18:13,0.0
2023-12-05 07:22:52,0.0
2023-12-05 10:57:52,0.0
2023-12-06 08:40:36,0.0
2023-12-06 08:50:39,0.0
2023-12-06 09:33:08,0.0
2023-12-06 09:43:44,0.0
2023-12-08 11:50:13,0.0
2023-12-09 09:20:01,0.0
